,gene_name
5299,MTREX
5300,PLPP1
5301,SLC38A9
5302,DDX4
5303,IL31RA
5304,IL6ST
5305,ANKRD55
5306,MAP3K1
5307,SETD9
5308,MIER3
5309,GPBP1
5310,ACTBL2
5311,PLK2
5312,GAPT
5313,RAB3C
5314,PDE4D
5315,DEPDC1B
5316,ELOVL7
5317,ERCC8
5318,NDUFAF2
5319,SMIM15
5320,ZSWIM6
5321,KIF2A
5322,AC114982.3
5323,DIMT1
5324,IPO11
5325,LRRC70
5326,HTR1A
5327,RNF180
5328,RGS7BP
5329,SHISAL2B
5330,SREK1IP1
5331,CWC27
5332,ADAMTS6
5333,CENPK
5334,PPWD1
5335,TRIM23
5336,TRAPPC13
5337,SHLD3
5338,SGTB
5339,NLN
5340,ERBIN
5341,SREK1
5342,MAST4
5343,CD180
5344,PIK3R1
5345,SLC30A5
5346,CCNB1
5347,CENPH
5348,MRPS36
5349,CDK7
5350,CCDC125
5351,AK6
5352,TAF9
5353,RAD17
5354,MARVELD2
5355,OCLN
5356,GTF2H2C
5357,SERF1B
5358,SMN2
5359,SERF1A
5360,SMN1
5361,NAIP
5362,GTF2H2
5363,BDP1
5364,MCCC2
5365,CARTPT
5366,MAP1B
5367,MRPS27
5368,PTCD2
5369,ZNF366
5370,TNPO1
5371,FCHO2
5372,TMEM171
5373,TMEM174
5374,FOXD1
5375,BTF3
5376,ANKRA2
5377,UTP15
5378,ARHGEF28
5379,ENC1
5380,HEXB
5381,GFM2
5382,NSA2
5383,FAM169A
5384,GCNT4
5385,ANKRD31
5386,HMGCR
5387,CERT1
5388,POLK
5389,ANKDD1B
5390,POC5
5391,SV2C
5392,IQGAP2
5393,F2RL2
5394,F2R
5395,F2RL1
5396,S100Z
5397,CRHBP
5398,AGGF1
5399,AC008581.2
5400,ZBED3
5401,AC022414.1
5402,PDE8B
5403,WDR41
5404,OTP
5405,TBCA
5406,AP3B1
5407,SCAMP1
5408,LHFPL2
5409,ARSB
5410,DMGDH
5411,BHMT2
5412,BHMT
5413,JMY
5414,HOMER1
5415,TENT2
5416,CMYA5
5417,MTX3
5418,THBS4
5419,SERINC5
5420,SPZ1
5421,ZFYVE16
5422,FAM151B
5423,ANKRD34B
5424,DHFR
5425,MSH3
5426,RASGRF2
5427,CKMT2
5428,ZCCHC9
5429,ACOT12
5430,SSBP2
5431,ATG10
5432,RPS23
5433,ATP6AP1L
5434,TMEM167A
5435,XRCC4
5436,VCAN
5437,HAPLN1
5438,EDIL3
5439,COX7C
5440,RASA1
5441,CCNH
5442,TMEM161B
5443,MEF2C
5444,CETN3
5445,MBLAC2
5446,POLR3G
5447,LYSMD3
5448,ADGRV1
5449,ARRDC3
5450,NR2F1
5451,FAM172A
5452,POU5F2
5453,KIAA0825
5454,SLF1
5455,MCTP1
5456,FAM81B
5457,TTC37
5458,ARSK
5459,GPR150
5460,RFESD
5461,SPATA9
5462,RHOBTB3
5463,GLRX
5464,ELL2
5465,PCSK1
5466,CAST
5467,ERAP1
5468,ERAP2
5469,LNPEP
5470,LIX1
5471,RIOK2
5472,RGMB
5473,CHD1
5474,FAM174A
5475,ST8SIA4
5476,SLCO4C1
5477,SLCO6A1
5478,PAM
5479,GIN1
5480,PPIP5K2
5481,MACIR
5482,NUDT12
5483,EFNA5
5484,FBXL17
5485,FER
5486,PJA2
5487,MAN2A1
5488,TMEM232
5489,SLC25A46
5490,TSLP
5491,WDR36
5492,CAMK4
5493,STARD4
5494,NREP
5495,EPB41L4A
5496,APC
5497,AC008575.1
5498,SRP19
5499,REEP5
5500,DCP2
5501,MCC
5502,TSSK1B
5503,YTHDC2
5504,KCNN2
5505,TRIM36
5506,PGGT1B
5507,CCDC112
5508,FEM1C
5509,TICAM2
5510,TMED7-TICAM2
5511,TMED7
5512,CDO1
5513,ATG12
5514,AP3S1
5515,LVRN
5516,ARL14EPL
5517,COMMD10
5518,SEMA6A
5519,DTWD2
5520,DMXL1
5521,TNFAIP8
5522,HSD17B4
5523,FAM170A
5524,PRR16
5525,FTMT
5526,SRFBP1
5527,LOX
5528,ZNF474
5529,AC010255.3
5530,SNCAIP
5531,SNX2
5532,SNX24
5533,PPIC
5534,PRDM6
5535,CEP120
5536,CSNK1G3
5537,ZNF608
5538,GRAMD2B
5539,ALDH7A1
5540,PHAX
5541,TEX43
5542,LMNB1
5543,MARCHF3
5544,C5orf63
5545,MEGF10
5546,PRRC1
5547,CTXN3
5548,CCDC192
5549,SLC12A2
5550,FBN2
5551,SLC27A6
5552,ISOC1
5553,ADAMTS19
5554,MINAR2
5555,CHSY3
5556,HINT1
5557,LYRM7
5558,CDC42SE2
5559,RAPGEF6
5560,AC008695.1
5561,FNIP1
5562,MEIKIN
5563,AC034228.3
5564,ACSL6
5565,IL3
5566,CSF2
5567,P4HA2
5568,PDLIM4
5569,SLC22A4
5570,SLC22A5
5571,AC116366.2
5572,IRF1
5573,IL5
5574,RAD50
5575,IL13
5576,IL4
5577,KIF3A
5578,CCNI2
5579,SEPTIN8
5580,SOWAHA
5581,SHROOM1
5582,GDF9
5583,UQCRQ
5584,LEAP2
5585,AFF4
5586,ZCCHC10
5587,HSPA4
5588,FSTL4
5589,C5orf15
5590,VDAC1
5591,TCF7
5592,SKP1
5593,AC104109.3
5594,PPP2CA
5595,CDKL3
5596,UBE2B
5597,CDKN2AIPNL
5598,JADE2
5599,SAR1B
5600,SEC24A
5601,CAMLG
5602,DDX46
5603,C5orf24
5604,TXNDC15
5605,PCBD2
5606,CATSPER3
5607,PITX1
5608,MACROH2A1
5609,DCANP1
5610,TIFAB
5611,NEUROG1
5612,CXCL14
5613,SLC25A48
5614,IL9
5615,LECT2
5616,TGFBI
5617,SMAD5
5618,SMIM32
5619,TRPC7
5620,SPOCK1
5621,KLHL3
5622,HNRNPA0
5623,MYOT
5624,PKD2L2
5625,FAM13B
5626,WNT8A
5627,NME5
5628,BRD8
5629,KIF20A
5630,CDC23
5631,GFRA3
5632,CDC25C
5633,FAM53C
5634,KDM3B
5635,REEP2
5636,EGR1
5637,ETF1
5638,HSPA9
5639,CTNNA1
5640,LRRTM2
5641,SIL1
5642,MATR3
5644,PAIP2
5645,SLC23A1
5646,MZB1
5647,PROB1
5648,SPATA24
5649,DNAJC18
5650,AC142391.1
5651,ECSCR
5652,SMIM33
5653,STING1
5654,UBE2D2
5655,CXXC5
5656,PSD2
5657,NRG2
5658,PURA
5659,IGIP
5660,CYSTM1
5661,PFDN1
5662,HBEGF
5663,SLC4A9
5664,ANKHD1
5665,ANKHD1-EIF4EBP3
5666,SRA1
5667,EIF4EBP3
5668,APBB3
5669,SLC35A4
5670,CD14
5671,NDUFA2
5672,TMCO6
5673,IK
5674,WDR55
5675,DND1
5676,HARS1
5677,HARS2
5678,ZMAT2
5679,PCDHA1
5680,PCDHA2
5681,PCDHA3
5682,PCDHA4
5683,PCDHA5
5684,PCDHA6
5685,PCDHA7
5686,PCDHA8
5687,PCDHA9
5688,PCDHA10
5689,PCDHA11
5690,PCDHA12
5691,PCDHA13
5692,PCDHAC1
5693,PCDHAC2
5694,PCDHB1
5695,PCDHB2
5696,PCDHB3
5697,PCDHB4
5698,PCDHB5
5699,PCDHB6
5700,PCDHB7
5701,PCDHB8
5702,PCDHB16
5703,PCDHB9
5704,PCDHB10
5705,PCDHB11
5706,PCDHB12
5707,PCDHB13
5708,PCDHB14
5709,AC244517.10
5710,PCDHB15
5711,TAF7
5712,SLC25A2
5713,PCDHGA1
5714,PCDHGA2
5715,PCDHGA3
5716,PCDHGB1
5717,PCDHGA4
5718,PCDHGB2
5719,PCDHGA5
5720,PCDHGB3
5721,PCDHGA6
5722,PCDHGA7
5723,PCDHGB4
5724,PCDHGA8
5725,PCDHGB5
5726,PCDHGA9
5727,PCDHGB6
5728,PCDHGA10
5729,PCDHGB7
5730,PCDHGA11
5731,PCDHGA12
5732,PCDHGC3
5733,PCDHGC4
5734,PCDHGC5
5735,DIAPH1
5736,HDAC3
5737,RELL2
5738,FCHSD1
5739,ARAP3
5740,PCDH1
5741,DELE1
5742,PCDH12
5743,RNF14
5744,GNPDA1
5745,NDFIP1
5746,SPRY4
5747,FGF1
5748,ARHGAP26
5749,NR3C1
5750,HMHB1
5751,YIPF5
5752,KCTD16
5753,PRELID2
5754,GRXCR2
5755,SH3RF2
5756,PLAC8L1
5757,LARS1
5758,AC091959.3
5759,RBM27
5760,POU4F3
5761,TCERG1
5762,GPR151
5763,PPP2R2B
5764,STK32A
5765,DPYSL3
5766,JAKMIP2
5767,SPINK1
5768,SCGB3A2
5769,C5orf46
5770,SPINK5
5771,SPINK14
5772,SPINK6
5773,MARCOL
5774,SPINK13
5775,SPINK7
5776,SPINK9
5777,FBXO38
5778,HTR4
5779,ADRB2
5780,SH3TC2
5781,ABLIM3
5782,AFAP1L1
5783,GRPEL2
5784,PCYOX1L
5785,IL17B
5786,CSNK1A1
5787,ARHGEF37
5788,PPARGC1B
5789,PDE6A
5790,SLC26A2
5791,TIGD6
5792,HMGXB3
5793,CSF1R
5794,PDGFRB
5795,CDX1
5796,SLC6A7
5797,CAMK2A
5798,ARSI
5799,TCOF1
5800,CD74
5801,RPS14
5802,NDST1
5803,SYNPO
5804,MYOZ3
5805,RBM22
5806,DCTN4
5807,SMIM3
5808,IRGM
5809,ZNF300
5810,GPX3
5811,TNIP1
5812,ANXA6
5813,CCDC69
5814,GM2A
5815,SLC36A3
5816,SLC36A2
5817,SLC36A1
5818,FAT2
5819,SPARC
5820,ATOX1
5821,G3BP1
5822,GLRA1
5823,NMUR2
5824,GRIA1
5825,FAM114A2
5826,MFAP3
5827,GALNT10
5828,SAP30L
5829,HAND1
5830,LARP1
5831,FAXDC2
5832,CNOT8
5833,GEMIN5
5834,MRPL22
5835,KIF4B
5836,SGCD
5837,PPP1R2B
5838,TIMD4
5839,HAVCR1
5840,HAVCR2
5841,MED7
5842,ITK
5843,FAM71B
5844,CYFIP2
5845,AC008676.3
5846,FNDC9
5847,ADAM19
5848,NIPAL4
5849,SOX30
5850,C5orf52
5851,THG1L
5852,LSM11
5853,CLINT1
5854,EBF1
5855,RNF145
5856,UBLCP1
5857,IL12B
5858,ADRA1B
5859,TTC1
5860,PWWP2A
5861,FABP6
5862,CCNJL
5863,C1QTNF2
5864,ZBED8
5865,SLU7
5866,PTTG1
5867,ATP10B
5868,GABRB2
5869,GABRA6
5870,GABRA1
5871,GABRG2
5872,CCNG1
5873,NUDCD2
5874,HMMR
5875,MAT2B
5876,TENM2
5877,WWC1
5878,RARS1
5879,FBLL1
5880,PANK3
5881,SLIT3
5882,SPDL1
5883,DOCK2
5884,INSYN2B
5885,FOXI1
5886,C5orf58
5887,LCP2
5888,KCNIP1
5889,KCNMB1
5890,GABRP
5891,RANBP17
5892,TLX3
5893,NPM1
5894,FGF18
5895,AC093246.1
5896,SMIM23
5897,FBXW11
5898,STK10
5899,EFCAB9
5900,UBTD2
5901,SH3PXD2B
5902,NEURL1B
5903,DUSP1
5904,ERGIC1
5905,RPL26L1
5906,ATP6V0E1
5907,CREBRF
5908,BNIP1
5909,NKX2-5
5910,STC2
5911,BOD1
5912,CPEB4
5913,C5orf47
5914,NSG2
5915,MSX2
5916,DRD1
5917,SFXN1
5918,HRH2
5919,CPLX2
5920,THOC3
5921,FAM153B
5922,AC139491.7
5923,SIMC1
5924,KIAA1191
5925,ARL10
5926,NOP16
5927,HIGD2A
5928,CLTB
5929,FAF2
5930,RNF44
5931,CDHR2
5932,GPRIN1
5933,SNCB
5934,EIF4E1B
5935,TSPAN17
5936,UNC5A
5937,HK3
5938,UIMC1
5939,ZNF346
5940,FGFR4
5941,NSD1
5942,RAB24
5943,MXD3
5944,PRELID1
5945,LMAN2
5946,RGS14
5947,SLC34A1
5948,PFN3
5949,F12
5950,GRK6
5951,PRR7
5952,DBN1
5953,PDLIM7
5954,DOK3
5955,DDX41
5956,FAM193B
5957,TMED9
5958,B4GALT7
5959,FAM153A
5960,PROP1
5961,N4BP3
5962,RMND5B
5963,NHP2
5964,GMCL2
5965,HNRNPAB
5966,PHYKPL
5967,COL23A1
5968,CLK4
5969,AC113348.1
5970,AC113348.2
5971,ZNF354A
5972,ZNF354B
5973,ZFP2
5974,ZNF454
5975,GRM6
5976,ZNF879
5977,ZNF354C
5978,ADAMTS2
5979,RUFY1
5980,HNRNPH1
5981,CBY3
5982,CANX
5983,MAML1
5984,LTC4S
5985,MGAT4B
5986,SQSTM1
5987,MRNIP
5988,TBC1D9B
5989,RNF130
5990,RASGEF1C
5991,MAPK9
5992,GFPT2
5993,CNOT6
5994,SCGB3A1
5995,FLT4
5996,OR2Y1
5997,MGAT1
5998,ZFP62
5999,BTNL8
6000,BTNL3
6001,BTNL9
6002,OR2V1
6003,OR2V2
6004,TRIM7
6005,TRIM41
6006,RACK1
6007,TRIM52
6008,OR4F3
6009,DUSP22
6010,IRF4
6011,EXOC2
6012,HUS1B
6013,FOXQ1
6014,FOXF2
6015,FOXC1
6016,GMDS
6017,MYLK4
6018,WRNIP1
6019,SERPINB1
6020,SERPINB9
6021,SERPINB6
6022,NQO2
6023,RIPK1
6024,BPHL
6025,TUBB2A
6026,TUBB2B
6027,PSMG4
6028,SLC22A23
6029,PXDC1
6030,FAM50B
6031,PRPF4B
6032,FAM217A
6033,C6orf201
6034,ECI2
6035,CDYL
6036,RPP40
6037,PPP1R3G
6038,LYRM4
6039,FARS2
6040,NRN1
6041,F13A1
6042,LY86
6043,RREB1
6044,SSR1
6045,CAGE1
6046,RIOK1
6047,DSP
6048,SNRNP48
6049,BMP6
6050,TXNDC5
6051,BLOC1S5-TXNDC5
6052,BLOC1S5
6053,EEF1E1-BLOC1S5
6054,EEF1E1
6055,SLC35B3
6056,TFAP2A
6057,GCNT2
6058,C6orf52
6059,PAK1IP1
6060,TMEM14C
6061,TMEM14B
6062,AL024498.2
6063,MAK
6064,GCM2
6065,SYCP2L
6066,ELOVL2
6067,SMIM13
6068,ERVFRD-1
6069,NEDD9
6070,TMEM170B
6071,ADTRP
6072,HIVEP1
6073,EDN1
6074,PHACTR1
6075,TBC1D7
6076,GFOD1
6077,SIRT5
6078,NOL7
6079,RANBP9
6080,MCUR1
6081,RNF182
6082,CD83
6083,JARID2
6084,DTNBP1
6085,MYLIP
6086,GMPR
6087,ATXN1
6088,STMND1
6089,RBM24
6090,CAP2
6091,FAM8A1
6092,NUP153
6093,KIF13A
6094,NHLRC1
6095,TPMT
6096,KDM1B
6097,DEK
6098,RNF144B
6099,ID4
6100,MBOAT1
6101,E2F3
6102,CDKAL1
6103,SOX4
6104,PRL
6105,HDGFL1
6106,NRSN1
6107,DCDC2
6108,KAAG1
6109,MRS2
6110,GPLD1
6111,ALDH5A1
6112,KIAA0319
6113,TDP2
6114,ACOT13
6115,C6orf62
6116,GMNN
6117,ARMH2
6118,AL512428.1
6119,RIPOR2
6120,CARMIL1
6121,SCGN
6122,H2AC1
6123,H2BC1
6124,SLC17A4
6125,SLC17A1
6126,SLC17A3
6127,SLC17A2
6128,TRIM38
6129,H1-1
6130,H3C1
6131,H4C1
6132,H4C2
6133,H3C2
6134,H2AC4
6135,H2BC3
6136,H3C3
6137,H1-2
6138,HFE
6139,H4C3
6140,H1-6
6141,H2BC4
6142,H2AC6
6143,H1-4
6144,H2BC5
6145,H2BC6
6146,H4C4
6147,AL031777.2
6148,H3C4
6149,H2AC7
6150,H2BC7
6151,H4C5
6152,H2BC8
6153,H2AC8
6154,H3C6
6155,H1-3
6156,H4C6
6157,H4C7
6158,H3C7
6159,H2BC9
6160,H3C8
6161,H2BC10
6162,H4C8
6163,BTN3A2
6164,BTN2A2
6165,BTN3A1
6166,BTN3A3
6167,BTN2A1
6168,BTN1A1
6169,HMGN4
6170,ABT1
6171,ZNF322
6172,H2BC11
6173,H2AC11
6174,H4C9
6175,H2BC12
6176,H2AC12
6177,PRSS16
6178,POM121L2
6179,ZNF391
6180,ZNF184
6181,H2BC13
6182,H2AC13
6183,H3C10
6184,H2AC14
6185,H2BC14
6186,H4C11
6187,H4C12
6188,H2BC15
6189,H2AC15
6190,H2AC16
6191,H1-5
6192,H3C11
6193,H4C13
6194,H3C12
6195,H2AC17
6196,H2BC17
6197,OR2B2
6198,OR2B6
6199,ZNF165
6200,ZSCAN16
6201,ZKSCAN8
6202,ZSCAN9
6203,ZKSCAN4
6204,NKAPL
6205,ZSCAN26
6206,AL021997.3
6207,PGBD1
6208,ZSCAN31
6209,ZKSCAN3
6210,ZSCAN12
6211,ZSCAN23
6212,GPX6
6213,GPX5
6214,ZBED9
6215,TRIM27
6216,ZNF311
6217,OR2W1
6218,OR2B3
6219,OR2J1
6220,OR2J3
6221,OR2J2
6222,OR14J1
6223,OR5V1
6224,OR12D3
6225,OR12D2
6226,OR11A1
6227,OR10C1
6228,OR2H1
6229,MAS1L
6230,OR2I1P
6231,UBD
6232,GABBR1
6233,OR2H2
6234,MOG
6235,ZFP57
6236,HLA-F
6237,HLA-G
6238,HLA-A
6239,ZNRD1
6240,PPP1R11
6241,RNF39
6242,TRIM31
6243,TRIM40
6244,TRIM10
6245,TRIM15
6246,TRIM26
6247,TRIM39
6248,TRIM39-RPP21
6249,RPP21
6250,HLA-E
6251,GNL1
6252,PRR3
6253,ABCF1
6254,PPP1R10
6255,MRPS18B
6256,ATAT1
6257,C6orf136
6258,DHX16
6259,PPP1R18
6260,NRM
6261,MDC1
6262,TUBB
6263,FLOT1
6264,IER3
6265,DDR1
6266,GTF2H4
6267,VARS2
6268,SFTA2
6269,MUCL3
6270,MUC21
6271,MUC22
6272,C6orf15
6273,PSORS1C1
6274,CDSN
6275,PSORS1C2
6276,CCHCR1
6277,TCF19
6278,POU5F1
6279,HLA-C
6280,HLA-B
6281,MICA
6282,MICB
6283,MCCD1
6284,DDX39B
6285,ATP6V1G2-DDX39B
6286,ATP6V1G2
6287,NFKBIL1
6288,LTA
6289,TNF
6290,LTB
6291,LST1
6292,NCR3
6293,AIF1
6294,PRRC2A
6295,BAG6
6296,APOM
6297,C6orf47
6298,GPANK1
6299,CSNK2B
6300,AL662899.2
6301,LY6G5B
6302,LY6G5C
6303,ABHD16A
6304,AL662899.1
6305,LY6G6F
6306,LY6G6F-LY6G6D
6307,LY6G6E
6308,LY6G6D
6309,MPIG6B
6310,LY6G6C
6311,DDAH2
6312,CLIC1
6313,MSH5
6314,MSH5-SAPCD1
6315,SAPCD1
6316,VWA7
6317,VARS1
6318,LSM2
6319,HSPA1L
6320,HSPA1A
6321,HSPA1B
6322,NEU1
6323,SLC44A4
6324,EHMT2
6325,C2
6326,ZBTB12
6327,AL645922.1
6328,CFB
6329,NELFE
6330,SKIV2L
6331,DXO
6332,STK19
6333,C4A
6334,C4B
6335,CYP21A2
6336,TNXB
6337,ATF6B
6338,FKBPL
6339,PRRT1
6340,AL662884.4
6341,PPT2
6342,PPT2-EGFL8
6343,EGFL8
6344,AGPAT1
6345,RNF5
6346,AGER
6347,PBX2
6348,GPSM3
6349,NOTCH4
6350,TSBP1
6351,BTNL2
6352,HLA-DRA
6353,HLA-DRB5
6354,HLA-DRB1
6355,HLA-DQA1
6356,HLA-DQB1
6357,HLA-DQA2
6358,HLA-DQB2
6359,HLA-DOB
6360,AL669918.1
6361,TAP2
6362,PSMB8
6363,PSMB9
6364,TAP1
6365,HLA-DMB
6366,AL645941.2
6367,HLA-DMA
6368,BRD2
6369,HLA-DOA
6370,HLA-DPA1
6371,HLA-DPB1
6372,COL11A2
6373,RXRB
6374,SLC39A7
6375,HSD17B8
6376,RING1
6377,VPS52
6378,RPS18
6379,B3GALT4
6380,WDR46
6381,PFDN6
6382,RGL2
6383,TAPBP
6384,ZBTB22
6385,DAXX
6386,SMIM40
6388,KIFC1
6389,PHF1
6390,CUTA
6391,SYNGAP1
6392,ZBTB9
6393,BAK1
6394,ITPR3
6395,UQCC2
6396,IP6K3
6397,LEMD2
6398,MLN
6399,GRM4
6400,HMGA1
6401,SMIM29
6402,NUDT3
6403,RPS10-NUDT3
6404,RPS10
6405,PACSIN1
6406,SPDEF
6407,ILRUN
6408,SNRPC
6409,UHRF1BP1
6410,TAF11
6411,ANKS1A
6412,TCP11
6413,SCUBE3
6414,ZNF76
6415,DEF6
6416,PPARD
6417,FANCE
6418,RPL10A
6419,TEAD3
6420,TULP1
6421,FKBP5
6422,ARMC12
6423,CLPSL2
6424,CLPSL1
6425,CLPS
6426,LHFPL5
6427,SRPK1
6428,SLC26A8
6429,MAPK14
6430,MAPK13
6431,BRPF3
6432,PNPLA1
6433,BNIP5
6434,ETV7
6435,PXT1
6436,KCTD20
6437,STK38
6438,SRSF3
6439,CDKN1A
6440,RAB44
6441,CPNE5
6442,PPIL1
6443,C6orf89
6444,PI16
6445,MTCH1
6446,FGD2
6447,PIM1
6448,TMEM217
6449,AL353579.1
6450,TBC1D22B
6451,RNF8
6452,CMTR1
6453,CCDC167
6454,MDGA1
6455,ZFAND3
6456,BTBD9
6457,GLO1
6458,DNAH8
6459,GLP1R
6460,SAYSD1
6461,KCNK5
6462,KCNK17
6463,KCNK16
6464,KIF6
6465,DAAM2
6466,MOCS1
6467,LRFN2
6468,UNC5CL
6469,OARD1
6470,TSPO2
6471,APOBEC2
6472,NFYA
6473,TREML1
6474,TREM2
6475,TREML2
6476,TREML4
6477,TREM1
6478,NCR2
6479,FOXP4
6480,MDFI
6481,TFEB
6482,PGC
6483,FRS3
6484,AL365205.1
6485,PRICKLE4
6486,TOMM6
6487,USP49
6488,MED20
6489,BYSL
6490,CCND3
6491,TAF8
6492,C6orf132
6493,AL096814.1
6494,GUCA1A
6495,AL096814.2
6496,GUCA1B
6497,MRPS10
6498,TRERF1
6499,UBR2
6500,PRPH2
6501,TBCC
6502,BICRAL
6503,RPL7L1
6504,C6orf226
6505,PTCRA
6506,CNPY3
6507,GNMT
6508,PEX6
6509,PPP2R5D
6510,MEA1
6511,KLHDC3
6512,RRP36
6513,CUL7
6514,KLC4
6515,AL355385.2
6516,MRPL2
6517,PTK7
6518,SRF
6519,CUL9
6520,DNPH1
6521,TTBK1
6522,SLC22A7
6523,CRIP3
6524,ZNF318
6525,ABCC10
6526,DLK2
6527,TJAP1
6528,LRRC73
6529,POLR1C
6530,YIPF3
6531,XPO5
6532,POLH
6533,GTPBP2
6534,MAD2L1BP
6535,RSPH9
6536,MRPS18A
6537,VEGFA
6538,C6orf223
6539,MRPL14
6540,TMEM63B
6541,CAPN11
6542,MYMX
6543,SLC29A1
6544,HSP90AB1
6545,SLC35B2
6546,NFKBIE
6547,TMEM151B
6548,AL353588.1
6549,TCTE1
6550,AARS2
6551,SPATS1
6552,CDC5L
6553,SUPT3H
6554,RUNX2
6555,CLIC5
6556,ENPP4
6557,ENPP5
6558,RCAN2
6559,CYP39A1
6560,SLC25A27
6561,TDRD6
6562,PLA2G7
6563,ANKRD66
6564,MEP1A
6565,ADGRF5
6566,ADGRF1
6567,TNFRSF21
6568,CD2AP
6569,ADGRF2
6570,ADGRF4
6571,OPN5
6572,PTCHD4
6573,MMUT
6574,CENPQ
6575,GLYATL3
6576,C6orf141
6577,RHAG
6578,CRISP2
6579,CRISP3
6580,PGK2
6581,CRISP1
6582,DEFB133
6583,DEFB114
6584,DEFB113
6585,DEFB110
6586,DEFB112
6587,TFAP2D
6588,TFAP2B
6589,PKHD1
6590,IL17A
6591,IL17F
6592,MCM3
6593,PAQR8
6594,EFHC1
6595,TRAM2
6596,TMEM14A
6597,GSTA2
6598,GSTA1
6599,GSTA5
6600,GSTA3
6601,GSTA4
6602,CILK1
6603,AL031178.1
6604,FBXO9
6605,GCM1
6606,ELOVL5
6607,GCLC
6608,KLHL31
6609,LRRC1
6610,MLIP
6611,TINAG
6612,FAM83B
6613,HCRTR2
6614,GFRAL
6615,HMGCLL1
6616,BMP5
6617,COL21A1
6618,DST
6619,BEND6
6620,KIAA1586
6621,ZNF451
6622,BAG2
6623,RAB23
6624,PRIM2
6625,KHDRBS2
6626,FKBP1C
6627,LGSN
6628,PTP4A1
6629,AL135905.2
6630,PHF3
6631,EYS
6632,ADGRB3
6633,LMBRD1
6634,COL19A1
6635,COL9A1
6636,FAM135A
6637,SDHAF4
6638,SMAP1
6639,B3GAT2
6640,OGFRL1
6641,RIMS1
6642,KCNQ5
6643,AL365232.1
6644,KHDC1L
6645,KHDC1
6646,DPPA5
6647,KHDC3L
6648,OOEP
6649,DDX43
6650,CGAS
6651,MTO1
6652,EEF1A1
6653,SLC17A5
6654,CD109
6655,COL12A1
6656,COX7A2
6657,TMEM30A
6658,FILIP1
6659,SENP6
6660,MYO6
6661,IMPG1
6662,HTR1B
6663,MEI4
6664,IRAK1BP1
6665,PHIP
6666,HMGN3
6667,LCA5
6668,SH3BGRL2
6669,ELOVL4
6670,TTK
6671,BCKDHB
6672,TENT5A
6673,IBTK
6674,TPBG
6675,UBE3D
6676,DOP1A
6677,PGM3
6678,RWDD2A
6679,ME1
6680,PRSS35
6681,SNAP91
6682,RIPPLY2
6683,CYB5R4
6684,MRAP2
6685,CEP162
6686,TBX18
6687,NT5E
6688,SNX14
6689,AL589666.1
6690,SYNCRIP
6691,HTR1E
6692,CGA
6693,ZNF292
6694,GJB7
6695,SMIM8
6696,C6orf163
6697,CFAP206
6698,AL049697.1
6699,SLC35A1
6700,RARS2
6701,ORC3
6702,AKIRIN2
6703,SPACA1
6704,CNR1
6705,RNGTT
6706,PNRC1
6707,SRSF12
6708,PM20D2
6709,GABRR1
6710,GABRR2
6711,UBE2J1
6712,RRAGD
6713,ANKRD6
6714,LYRM2
6715,MDN1
6716,CASP8AP2
6717,GJA10
6718,BACH2
6719,MAP3K7
6720,EPHA7
6721,MANEA
6722,FUT9
6723,UFL1
6724,FHL5
6725,GPR63
6726,NDUFAF4
6727,KLHL32
6728,MMS22L
6729,POU3F2
6730,FBXL4
6731,FAXC
6732,COQ3
6733,PNISR
6734,USP45
6735,TSTD3
6736,CCNC
6737,PRDM13
6738,MCHR2
6739,SIM1
6740,ASCC3
6741,GRIK2
6742,HACE1
6743,LIN28B
6744,BVES
6745,POPDC3
6746,PREP
6747,PRDM1
6748,ATG5
6749,CRYBG1
6750,RTN4IP1
6751,QRSL1
6752,CD24
6753,MTRES1
6754,BEND3
6755,PDSS2
6756,SOBP
6757,SCML4
6758,SEC63
6759,OSTM1
6760,NR2E1
6761,SNX3
6762,AFG1L
6763,FOXO3
6764,ARMC2
6765,SESN1
6766,CEP57L1
6767,CD164
6768,PPIL6
6769,SMPD2
6770,MICAL1
6771,ZBTB24
6772,AK9
6773,FIG4
6774,GPR6
6775,WASF1
6776,CDC40
6777,METTL24
6778,DDO
6779,SLC22A16
6780,CDK19
6781,AMD1
6782,GTF3C6
6783,RPF2
6784,SLC16A10
6785,MFSD4B
6786,REV3L
6787,TRAF3IP2
6788,FYN
6789,CCN6
6790,TUBE1
6791,FAM229B
6792,LAMA4
6793,AL365214.2
6794,RFPL4B
6795,MARCKS
6796,HDAC2
6797,HS3ST5
6798,FRK
6799,NT5DC1
6800,COL10A1
6801,TSPYL4
6802,DSE
6803,TSPYL1
6804,Z84488.1
6805,CALHM6
6806,TRAPPC3L
6807,CALHM5
6808,CALHM4
6809,RWDD1
6810,RSPH4A
6811,ZUP1
6812,KPNA5
6813,FAM162B
6814,GPRC6A
6815,RFX6
6816,VGLL2
6817,ROS1
6818,AL132671.2
6819,DCBLD1
6820,GOPC
6821,NUS1
6822,SLC35F1
6823,CEP85L
6824,PLN
6825,MCM9
6826,ASF1A
6827,FAM184A
6828,MAN1A1
6829,TBC1D32
6830,GJA1
6831,HSF2
6832,SERINC1
6833,PKIB
6834,FABP7
6835,SMPDL3A
6836,CLVS2
6837,TRDN
6838,NKAIN2
6839,RNF217
6840,TPD52L1
6841,HDDC2
6842,HEY2
