,gene_name
10530,LDLRAD3
10531,COMMD9
10532,PRR5L
10533,TRAF6
10534,RAG1
10535,RAG2
10536,IFTAP
10537,LRRC4C
10538,API5
10539,TTC17
10540,HSD17B12
10541,ALKBH3
10542,C11orf96
10543,ACCSL
10544,ACCS
10545,EXT2
10546,ALX4
10547,CD82
10548,TSPAN18
10549,TP53I11
10550,PRDM11
10551,SYT13
10552,CHST1
10553,SLC35C1
10554,CRY2
10555,MAPK8IP1
10556,C11orf94
10557,PEX16
10558,LARGE2
10559,PHF21A
10560,CREB3L1
10561,DGKZ
10562,MDK
10563,CHRM4
10564,AMBRA1
10565,HARBI1
10566,ATG13
10567,ARHGAP1
10568,ZNF408
10569,F2
10570,CKAP5
10571,LRP4
10572,C11orf49
10573,ARFGAP2
10574,PACSIN3
10575,DDB2
10576,ACP2
10577,NR1H3
10578,MADD
10579,MYBPC3
10580,SPI1
10581,SLC39A13
10582,PSMC3
10583,RAPSN
10584,CELF1
10585,NDUFS3
10586,PTPMT1
10587,KBTBD4
10588,FAM180B
10589,C1QTNF4
10590,MTCH2
10591,AGBL2
10592,FNBP4
10593,NUP160
10594,PTPRJ
10595,OR4B1
10596,OR4X2
10597,OR4X1
10598,OR4S1
10599,OR4C3
10600,OR4C5
10601,OR4A47
10602,TRIM51GP
10603,TRIM49B
10604,TRIM64C
10605,FOLH1
10606,OR4C13
10607,OR4C12
10608,OR4C46
10609,OR4A5
10610,TRIM48
10611,OR4A16
10612,OR4A15
10613,OR4C15
10614,OR4C16
10615,OR4C11
10616,OR4P4
10617,OR4S2
10618,OR4C6
10619,OR5D3P
10620,OR5D13
10621,OR5D14
10622,OR5L1
10623,OR5D18
10624,OR5L2
10625,OR5D16
10626,TRIM51
10627,OR5W2
10628,OR5I1
10629,OR10AG1
10630,OR5F1
10631,OR5AS1
10632,OR8I2
10633,OR8H2
10634,OR8H3
10635,OR8J3
10636,OR8K5
10637,OR5J2
10638,OR5T2
10639,OR5T3
10640,OR5T1
10641,OR8H1
10642,OR8K3
10643,OR8K1
10644,OR8J1
10645,OR8U1
10646,OR5R1
10647,AP002512.3
10648,OR5M9
10649,OR5M3
10650,OR5M8
10651,OR5M11
10652,OR5M10
10653,OR5M1
10654,OR5AP2
10655,OR5AR1
10656,OR9G1
10657,OR9G4
10658,OR5AK2
10659,LRRC55
10660,APLNR
10661,TNKS1BP1
10662,SSRP1
10663,P2RX3
10664,PRG3
10665,PRG2
10666,AP000781.2
10667,SLC43A3
10668,RTN4RL2
10669,SLC43A1
10670,TIMM10
10671,SMTNL1
10672,UBE2L6
10673,SERPING1
10674,YPEL4
10675,CLP1
10676,ZDHHC5
10677,MED19
10678,AP001931.2
10679,TMX2
10680,SELENOH
10681,AP001931.1
10682,BTBD18
10683,CTNND1
10684,OR9Q1
10685,OR6Q1
10686,OR9I1
10687,OR9Q2
10688,OR1S2
10689,OR1S1
10690,OR10Q1
10691,OR10W1
10692,OR5B17
10693,OR5B3
10694,OR5B2
10695,OR5B12
10696,OR5B21
10697,LPXN
10698,ZFP91
10699,ZFP91-CNTF
10700,CNTF
10701,GLYAT
10702,GLYATL2
10703,GLYATL1
10704,GLYATL1B
10705,FAM111B
10706,FAM111A
10707,DTX4
10708,MPEG1
10709,OR5AN1
10710,OR5A2
10711,OR5A1
10712,OR4D6
10713,OR4D10
10714,OR4D11
10715,OR4D9
10716,OSBP
10717,PATL1
10718,OR10V1
10719,STX3
10720,MRPL16
10721,CBLIF
10722,TCN1
10723,OOSP3
10724,OOSP1
10725,OOSP4A
10726,OOSP4B
10727,OOSP2
10728,MS4A3
10729,MS4A2
10730,MS4A6A
10731,MS4A4A
10732,MS4A4E
10733,MS4A6E
10734,MS4A7
10735,MS4A14
10736,MS4A5
10737,MS4A1
10738,MS4A12
10739,MS4A13
10740,MS4A8
10741,MS4A18
10742,MS4A15
10743,MS4A10
10744,CCDC86
10745,PTGDR2
10746,ZP1
10747,PRPF19
10748,TMEM109
10749,TMEM132A
10750,SLC15A3
10751,CD6
10752,CD5
10753,VPS37C
10754,PGA3
10755,PGA4
10756,PGA5
10757,VWCE
10758,DDB1
10759,TKFC
10760,CYB561A3
10761,TMEM138
10762,TMEM216
10763,CPSF7
10764,AP003108.2
10765,SDHAF2
10766,PPP1R32
10767,LRRC10B
10768,SYT7
10769,DAGLA
10770,MYRF
10771,TMEM258
10772,FEN1
10773,FADS2
10774,FADS1
10775,FADS3
10776,RAB3IL1
10777,BEST1
10778,FTH1
10779,INCENP
10780,SCGB1D1
10781,SCGB2A1
10782,SCGB1D2
10783,SCGB2A2
10784,SCGB1D4
10785,ASRGL1
10786,SCGB1A1
10787,AHNAK
10788,EEF1G
10789,AP002990.1
10790,TUT1
10791,MTA2
10792,EML3
10793,ROM1
10794,B3GAT3
10795,GANAB
10796,INTS5
10797,AP001458.2
10798,C11orf98
10799,LBHD1
10800,CSKMT
10801,UQCC3
10802,UBXN1
10803,LRRN4CL
10804,BSCL2
10805,HNRNPUL2-BSCL2
10806,GNG3
10807,HNRNPUL2
10808,TTC9C
10809,ZBTB3
10810,POLR2G
10811,TAF6L
10812,TMEM223
10813,TMEM179B
10814,NXF1
10815,STX5
10816,TEX54
10817,WDR74
10818,SLC3A2
10819,CHRM1
10820,SLC22A6
10821,SLC22A8
10822,SLC22A24
10823,SLC22A10
10824,SLC22A25
10825,SLC22A9
10826,PLAAT5
10827,LGALS12
10828,PLAAT4
10829,PLAAT2
10830,PLAAT3
10831,ATL3
10832,RTN3
10833,C11orf95
10834,SPINDOC
10835,MARK2
10836,RCOR2
10837,NAA40
10838,COX8A
10839,AP000721.1
10840,OTUB1
10841,MACROD1
10842,FLRT1
10843,STIP1
10844,FERMT3
10845,TRPT1
10846,NUDT22
10847,DNAJC4
10848,VEGFB
10849,FKBP2
10850,AP001453.4
10851,PPP1R14B
10852,PLCB3
10853,BAD
10854,GPR137
10855,KCNK4
10856,CATSPERZ
10857,ESRRA
10858,TRMT112
10859,PRDX5
10860,CCDC88B
10861,RPS6KA4
10862,SLC22A11
10863,SLC22A12
10864,NRXN2
10865,RASGRP2
10866,PYGM
10867,SF1
10868,MAP4K2
10869,MEN1
10870,CDC42BPG
10871,EHD1
10872,ATG2A
10873,PPP2R5B
10874,GPHA2
10875,MAJIN
10876,BATF2
10877,ARL2
10878,ARL2-SNX15
10879,SNX15
10880,SAC3D1
10881,NAALADL1
10882,CDCA5
10883,ZFPL1
10884,TMEM262
10885,VPS51
10886,TM7SF2
10887,ZNHIT2
10888,FAU
10889,SYVN1
10890,MRPL49
10891,SPDYC
10892,CAPN1
10893,POLA2
10894,AP000944.5
10895,CDC42EP2
10896,DPF2
10897,TIGD3
10898,SLC25A45
10899,FRMD8
10900,SCYL1
10901,LTBP3
10902,ZNRD2
10903,FAM89B
10904,EHBP1L1
10905,KCNK7
10906,MAP3K11
10907,PCNX3
10908,SIPA1
10909,RELA
10910,KAT5
10911,RNASEH2C
10912,AP5B1
10913,OVOL1
10914,CFL1
10915,SNX32
10916,MUS81
10917,EFEMP2
10918,CTSW
10919,FIBP
10920,CCDC85B
10921,FOSL1
10922,C11orf68
10923,DRAP1
10924,TSGA10IP
10925,SART1
10926,EIF1AD
10927,BANF1
10928,CST6
10929,CATSPER1
10930,GAL3ST3
10931,SF3B2
10932,PACS1
10933,KLC2
10934,RAB1B
10935,CNIH2
10936,YIF1A
10937,TMEM151A
10938,CD248
10939,RIN1
10940,BRMS1
10941,B4GAT1
10942,SLC29A2
10943,NPAS4
10944,MRPL11
10945,PELI3
10946,DPP3
10947,AP002748.5
10948,BBS1
10949,ZDHHC24
10950,ACTN3
10951,CTSF
10952,CCDC87
10953,CCS
10954,RBM14
10955,RBM14-RBM4
10956,RBM4
10957,RBM4B
10958,SPTBN2
10959,C11orf80
10960,RCE1
10961,PC
10962,LRFN4
10963,C11orf86
10964,SYT12
10965,RHOD
10966,KDM2A
10967,GRK2
10968,ANKRD13D
10969,SSH3
10970,RAD9A
10971,POLD4
10972,AP003419.1
10973,CLCF1
10974,PPP1CA
10975,TBC1D10C
10976,CARNS1
10977,RPS6KB2
10978,PTPRCAP
10979,CORO1B
10980,GPR152
10981,CABP4
10982,TMEM134
10983,AIP
10984,PITPNM1
10985,CDK2AP2
10986,CABP2
10987,GSTP1
10988,NDUFV1
10989,NUDT8
10990,TBX10
10991,ACY3
10992,ALDH3B2
10993,UNC93B1
10994,ALDH3B1
10995,NDUFS8
10996,TCIRG1
10997,CHKA
10998,KMT5B
10999,C11orf24
11000,LRP5
11001,PPP6R3
11002,GAL
11003,TESMIN
11004,CPT1A
11005,MRPL21
11006,IGHMBP2
11007,MRGPRD
11008,MRGPRF
11009,TPCN2
11010,AP003071.5
11011,SMIM38
11012,MYEOV
11013,CCND1
11014,LTO1
11015,FGF19
11016,FGF4
11017,FGF3
11018,ANO1
11019,FADD
11020,PPFIA1
11021,CTTN
11022,SHANK2
11023,DHCR7
11024,NADSYN1
11025,KRTAP5-7
11026,KRTAP5-8
11027,KRTAP5-9
11028,KRTAP5-10
11029,KRTAP5-11
11030,ZNF705E
11031,DEFB108B
11032,AP002495.1
11033,DEFB131B
11034,RNF121
11035,IL18BP
11036,NUMA1
11037,AP000812.5
11038,LRTOMT
11039,LAMTOR1
11040,AP000812.4
11041,ANAPC15
11042,FOLR3
11043,FOLR1
11044,FOLR2
11045,INPPL1
11046,PHOX2A
11047,CLPB
11048,PDE2A
11049,ARAP1
11050,STARD10
11051,ATG16L2
11052,FCHSD2
11053,P2RY2
11054,P2RY6
11055,ARHGEF17
11056,RELT
11057,FAM168A
11058,PLEKHB1
11059,RAB6A
11060,MRPL48
11061,COA4
11062,PAAF1
11063,DNAJB13
11064,UCP2
11065,UCP3
11066,C2CD3
11067,PPME1
11068,P4HA3
11069,PGM2L1
11070,KCNE3
11071,LIPT2
11072,POLD3
11073,CHRDL2
11074,RNF169
11075,XRRA1
11076,SPCS2
11077,NEU3
11078,OR2AT4
11079,SLCO2B1
11080,TPBGL
11081,ARRB1
11082,RPS3
11083,KLHL35
11084,GDPD5
11085,SERPINH1
11086,MAP6
11087,MOGAT2
11088,DGAT2
11089,UVRAG
11090,WNT11
11091,THAP12
11092,GVQW3
11093,EMSY
11094,LRRC32
11095,TSKU
11096,ACER3
11097,B3GNT6
11098,CAPN5
11099,OMP
11100,MYO7A
11101,GDPD4
11102,PAK1
11103,CLNS1A
11104,AQP11
11105,RSF1
11106,AAMDC
11107,INTS4
11108,KCTD14
11109,NDUFC2-KCTD14
11110,THRSP
11111,NDUFC2
11112,ALG8
11113,KCTD21
11114,USP35
11115,GAB2
11116,NARS2
11117,TENM4
11118,FAM181B
11119,PRCP
11120,DDIAS
11121,RAB30
11122,PCF11
11123,ANKRD42
11124,CCDC90B
11125,DLG2
11126,TMEM126B
11127,TMEM126A
11128,CREBZF
11129,CCDC89
11130,SYTL2
11131,CCDC83
11132,PICALM
11133,EED
11134,HIKESHI
11135,CCDC81
11136,ME3
11137,PRSS23
11138,FZD4
11139,TMEM135
11140,RAB38
11141,CTSC
11142,GRM5
11143,TYR
11144,NOX4
11145,TRIM77
11146,TRIM49
11147,TRIM64B
11148,TRIM49D1
11149,TRIM49D2
11150,TRIM64
11151,TRIM49C
11152,UBTFL1
11153,NAALAD2
11154,CHORDC1
11155,FAT3
11156,MTNR1B
11157,SLC36A4
11158,DEUP1
11159,SMCO4
11160,CEP295
11161,TAF1D
11162,C11orf54
11163,AP001273.2
11164,MED17
11165,VSTM5
11166,HEPHL1
11167,PANX1
11168,IZUMO1R
11169,GPR83
11170,MRE11
11171,ANKRD49
11172,C11orf97
11173,FUT4
11174,PIWIL4
11175,AMOTL1
11176,CWC15
11177,KDM4D
11178,KDM4E
11179,KDM4F
11180,SRSF8
11181,ENDOD1
11182,SESN3
11183,FAM76B
11184,CEP57
11185,MTMR2
11186,MAML2
11187,CCDC82
11188,JRKL
11189,CNTN5
11190,ARHGAP42
11191,PGR
11192,TRPC6
11193,ANGPTL5
11194,CEP126
11195,CFAP300
11196,YAP1
11197,BIRC3
11198,BIRC2
11199,TMEM123
11200,MMP7
11201,MMP20
11202,MMP27
11203,MMP8
11204,MMP10
11205,MMP1
11206,MMP3
11207,MMP12
11208,MMP13
11209,DCUN1D5
11210,DYNC2H1
11211,PDGFD
11212,DDI1
11213,CASP4
11214,CASP5
11215,CASP1
11216,CARD16
11217,CARD17
11218,CARD18
11219,GRIA4
11220,MSANTD4
11221,KBTBD3
11222,AASDHPPT
11223,GUCY1A2
11224,CWF19L2
11225,ALKBH8
11226,ELMOD1
11227,SLN
11228,SLC35F2
11229,RAB39A
11230,CUL5
11231,ACAT1
11232,NPAT
11233,ATM
11234,C11orf65
11235,POGLUT3
11236,EXPH5
11237,DDX10
11238,C11orf87
11239,RDX
11240,ZC3H12C
11241,FDX1
11242,ARHGAP20
11243,C11orf53
11244,COLCA2
11245,POU2AF1
11246,BTG4
11247,C11orf88
11248,LAYN
11249,SIK2
11250,PPP2R1B
11251,ALG9
11252,AP001781.2
11253,FDXACB1
11254,C11orf1
11255,CRYAB
11256,HSPB2
11257,HSPB2-C11orf52
11258,C11orf52
11259,DIXDC1
11260,DLAT
11261,PIH1D2
11262,NKAPD1
11263,TIMM8B
11264,SDHD
11265,AP002884.2
11266,IL18
11267,TEX12
11268,BCO2
11269,PTS
11270,PLET1
11271,NCAM1
11272,TTC12
11273,ANKK1
11274,DRD2
11275,TMPRSS5
11276,ZW10
11277,CLDN25
11278,USP28
11279,HTR3B
11280,HTR3A
11281,ZBTB16
11282,NNMT
11283,C11orf71
11284,RBM7
11285,AP002373.1
11286,REXO2
11287,NXPE1
11288,NXPE4
11289,NXPE2
11290,CADM1
11291,BUD13
11292,ZPR1
11293,APOA5
11294,APOA4
11295,APOC3
11296,APOA1
11297,SIK3
11298,PAFAH1B2
11299,SIDT2
11300,TAGLN
11301,PCSK7
11302,RNF214
11303,BACE1
11304,CEP164
11305,DSCAML1
11306,FXYD2
11307,FXYD6-FXYD2
11308,FXYD6
11309,TMPRSS13
11310,IL10RA
11311,SMIM35
11312,TMPRSS4
11313,SCN4B
11314,SCN2B
11315,JAML
11316,MPZL3
11317,MPZL2
11318,CD3E
11319,CD3D
11320,CD3G
11321,UBE4A
11322,AP001267.5
11323,ATP5MG
11324,KMT2A
11325,TTC36
11326,TMEM25
11327,IFT46
11328,ARCN1
11329,PHLDB1
11330,TREH
11331,DDX6
11332,CXCR5
11333,BCL9L
11334,UPK2
11335,FOXR1
11336,CCDC84
11337,RPS25
11338,TRAPPC4
11339,SLC37A4
11340,HYOU1
11341,VPS11
11342,HMBS
11343,H2AX
11344,DPAGT1
11345,C2CD2L
11346,HINFP
11347,ABCG4
11348,NLRX1
11349,PDZD3
11350,CCDC153
11351,CBL
11352,MCAM
11353,RNF26
11354,C1QTNF5
11355,MFRP
11356,USP2
11357,THY1
11358,NECTIN1
11359,TRIM29
11360,OAF
11361,POU2F3
11362,TLCD5
11363,ARHGEF12
11364,GRIK4
11365,TBCEL
11366,TBCEL-TECTA
11367,TECTA
11368,SC5D
11369,SORL1
11370,BLID
11371,UBASH3B
11372,CRTAM
11373,JHY
11374,BSX
11375,HSPA8
11376,CLMP
11377,GRAMD1B
11378,SCN3B
11379,ZNF202
11380,OR6X1
11381,OR6M1
11382,TMEM225
11383,OR8D4
11384,OR4D5
11385,OR6T1
11386,OR10S1
11387,OR10G6
11388,OR10G4
11389,OR10G9
11390,OR10G8
11391,OR10G7
11392,VWA5A
11393,OR10D3
11394,OR8G1
11395,OR8G5
11396,OR8D1
11397,OR8D2
11398,OR8B2
11399,OR8B3
11400,OR8B4
11401,OR8B8
11402,OR8B12
11403,OR8A1
11404,PANX3
11405,TBRG1
11406,SIAE
11407,SPA17
11408,NRGN
11409,VSIG2
11410,ESAM
11411,MSANTD2
11412,ROBO3
11413,ROBO4
11414,HEPACAM
11415,HEPN1
11416,CCDC15
11417,SLC37A2
11418,TMEM218
11419,PKNOX2
11420,FEZ1
11421,EI24
11422,STT3A
11423,CHEK1
11424,ACRV1
11425,PATE1
11426,PATE2
11427,PATE3
11428,PATE4
11429,HYLS1
11430,PUS3
11431,DDX25
11432,VSIG10L2
11433,CDON
11434,RPUSD4
11435,FAM118B
11436,SRPRA
11437,FOXRED1
11438,TIRAP
11439,DCPS
11440,ST3GAL4
11441,KIRREL3
11442,ETS1
11443,FLI1
11444,KCNJ1
11445,KCNJ5
11446,C11orf45
11447,TP53AIP1
11448,ARHGAP32
11449,BARX2
11450,TMEM45B
11451,NFRKB
11452,PRDM10
11453,APLP2
11454,ST14
11455,ZBTB44
11456,ADAMTS8
11457,ADAMTS15
11458,SNX19
11459,NTM
11460,OPCML
11461,SPATA19
11462,IGSF9B
11463,JAM3
11464,NCAPD3
11465,VPS26B
11466,THYN1
11467,ACAD8
11468,GLB1L3
11469,GLB1L2
11470,B3GAT1
11471,IQSEC3
11472,SLC6A12
11473,SLC6A13
11474,KDM5A
11475,CCDC77
11476,B4GALNT3
11477,NINJ2
11478,WNK1
11479,RAD52
11480,ERC1
11481,WNT5B
11482,FBXL14
11483,ADIPOR2
11484,CACNA2D4
11485,LRTM2
11486,DCP1B
11487,CACNA1C
11488,FKBP4
11489,ITFG2
11490,NRIP2
11491,TEX52
11492,FOXM1
11493,RHNO1
11494,TULP3
11495,TEAD4
11496,TSPAN9
11497,PRMT8
11498,CRACR2A
11499,PARP11
11500,CCND2
11501,AC008012.1
11502,TIGAR
11503,FGF23
11504,FGF6
11505,C12orf4
11506,RAD51AP1
11507,DYRK4
11508,AC005832.4
11509,AKAP3
11510,NDUFA9
11511,AC005833.1
11512,GALNT8
11513,KCNA6
11514,KCNA1
11515,KCNA5
11516,NTF3
11517,ANO2
11518,VWF
11519,CD9
11520,PLEKHG6
11521,TNFRSF1A
11522,SCNN1A
11523,LTBR
11524,CD27
11525,TAPBPL
11526,VAMP1
11527,MRPL51
11528,NCAPD2
11529,GAPDH
11530,IFFO1
11531,NOP2
11532,AC006064.6
11533,CHD4
11534,LPAR5
11535,ACRBP
11536,ING4
11537,ZNF384
11538,PIANP
11539,COPS7A
11540,MLF2
11541,PTMS
11542,LAG3
11543,CD4
11544,GPR162
11545,P3H3
11546,GNB3
11547,CDCA3
11548,USP5
11549,TPI1
11550,SPSB2
11551,LRRC23
11552,ENO2
11553,ATN1
11554,C12orf57
11555,PTPN6
11556,PHB2
11557,EMG1
11558,LPCAT3
11559,C1S
11560,C1R
11561,C1RL
11562,RBP5
11563,CLSTN3
11564,PEX5
11565,ACSM4
11566,CD163L1
11567,CD163
11568,APOBEC1
11569,GDF3
11570,DPPA3
11571,CLEC4C
11572,NANOGNB
11573,NANOG
11574,SLC2A14
11575,SLC2A3
11576,FOXJ2
11577,C3AR1
11578,NECAP1
11579,CLEC4A
11580,AC092111.3
11581,ZNF705A
11582,FAM90A1
11583,CLEC6A
11584,CLEC4D
11585,CLEC4E
11586,AICDA
11587,MFAP5
11588,RIMKLB
11589,A2ML1
11590,PHC1
11591,M6PR
11592,KLRG1
11593,A2M
11594,PZP
11595,KLRB1
11596,CLEC2D
11597,CLECL1
11598,CD69
11599,KLRF1
11600,CLEC2B
11601,KLRF2
11602,CLEC2A
11603,CLEC12A
11604,CLEC1B
11605,CLEC12B
11606,CLEC9A
11607,CLEC1A
11608,CLEC7A
11609,OLR1
11610,TMEM52B
11611,GABARAPL1
11612,KLRD1
11613,KLRK1
11614,KLRC4-KLRK1
11615,KLRC4
11616,AC068775.1
11617,KLRC3
11618,KLRC2
11619,KLRC1
11620,EIF2S3B
11621,MAGOHB
11622,STYK1
11623,YBX3
11624,TAS2R7
11625,TAS2R8
11626,TAS2R9
11627,PRH1
11628,TAS2R10
11629,PRR4
11630,AC018630.2
11631,TAS2R13
11632,PRH2
11633,TAS2R14
11634,TAS2R50
11635,TAS2R20
11636,TAS2R19
11637,TAS2R31
11638,TAS2R46
11639,TAS2R43
11640,TAS2R30
11641,SMIM10L1
11642,TAS2R42
11643,PRB3
11644,PRB4
11645,PRB1
11646,PRB2
11647,ETV6
11648,BCL2L14
11649,LRP6
11650,MANSC1
11651,BORCS5
11652,DUSP16
11653,CREBL2
11654,GPR19
11655,CDKN1B
11656,APOLD1
11657,DDX47
11658,GPRC5A
11659,GPRC5D
11660,HEBP1
11661,FAM234B
11662,GSG1
11663,EMP1
11664,GRIN2B
11665,ATF7IP
11666,PLBD1
11667,GUCY2C
11668,H4-16
11669,H2AJ
11670,WBP11
11671,C12orf60
11672,SMCO3
11673,ART4
11674,MGP
11675,ERP27
11676,ARHGDIB
11677,PDE6H
11678,RERG
11679,PTPRO
11680,EPS8
11681,STRAP
11682,DERA
11683,SLC15A5
11684,MGST1
11685,LMO3
11686,RERGL
11687,PIK3C2G
11688,PLCZ1
11689,CAPZA3
11690,PLEKHA5
11691,AEBP2
11692,PDE3A
11693,SLCO1C1
11694,SLCO1B3
11695,SLCO1B3-SLCO1B7
11696,AC022335.1
11697,SLCO1B1
11698,SLCO1A2
11699,IAPP
11700,PYROXD1
11701,RECQL
11702,GOLT1B
11703,SPX
11704,GYS2
11705,AC010197.2
11706,LDHB
11707,KCNJ8
11708,ABCC9
11709,CMAS
11710,ST8SIA1
11711,C2CD5
11712,ETNK1
11713,SOX5
11714,BCAT1
11715,IRAG2
11716,CASC1
11717,ETFRF1
11718,KRAS
11719,LMNTD1
11720,RASSF8
11721,BHLHE41
11722,SSPN
11723,ITPR2
11724,INTS13
11725,FGFR1OP2
11726,TM7SF3
11727,MED21
11728,C12orf71
11729,STK38L
11730,ARNTL2
11731,SMCO2
11732,PPFIBP1
11733,REP15
11734,MRPS35
11735,MANSC4
11736,KLHL42
11737,PTHLH
11738,CCDC91
11739,FAR2
11740,ERGIC2
11741,OVCH1
11742,TMTC1
11743,IPO8
11744,CAPRIN2
11745,TSPAN11
11746,DDX11
11747,SINHCAF
11748,DENND5B
11749,ETFBKMT
11750,AMN1
11751,H3-5
11752,RESF1
11753,BICD1
11754,FGD4
11755,DNM1L
11756,YARS2
11757,PKP2
11758,SYT10
11759,ALG10
11760,ALG10B
11761,CPNE8
11762,KIF21A
11763,ABCD2
11764,C12orf40
11765,SLC2A13
11766,LRRK2
11767,MUC19
11768,CNTN1
11769,PDZRN4
11770,GXYLT1
11771,YAF2
11772,PPHLN1
11773,ZCRB1
11774,PRICKLE1
11775,ADAMTS20
11776,PUS7L
11777,IRAK4
11778,TWF1
11779,TMEM117
11780,NELL2
11781,DBX2
11782,ANO6
11783,ARID2
11784,SCAF11
11785,SLC38A1
11786,SLC38A2
11787,SLC38A4
11788,AMIGO2
11789,PCED1B
11790,RPAP3
11791,ENDOU
11792,RAPGEF3
11793,SLC48A1
11794,HDAC7
11795,VDR
11796,TMEM106C
11797,COL2A1
11798,SENP1
11799,PFKM
11800,ASB8
11801,CCDC184
11802,OR10AD1
11803,H1-7
11804,ZNF641
11805,ANP32D
11806,C12orf54
11807,OR8S1
11808,OR5BS1P
11809,LALBA
11810,KANSL2
11811,CCNT1
11812,TEX49
11813,ADCY6
11814,CACNB3
11815,DDX23
11816,RND1
11817,AC073610.2
11818,CCDC65
11819,FKBP11
11820,ARF3
11821,WNT10B
11822,WNT1
11823,DDN
11824,PRKAG1
11825,KMT2D
11826,RHEBL1
11827,DHH
11828,LMBR1L
11829,TUBA1B
11830,TUBA1A
11831,TUBA1C
11832,PRPH
11833,TROAP
11834,C1QL4
11835,DNAJC22
11836,SPATS2
11837,KCNH3
11838,MCRS1
11839,PRPF40B
11840,FAM186B
11841,FMNL3
11842,TMBIM6
11843,NCKAP5L
11844,BCDIN3D
11845,FAIM2
11846,AQP2
11847,AQP5
11848,AQP6
11849,RACGAP1
11850,ASIC1
11851,SMARCD1
11852,GPD1
11853,COX14
11854,CERS5
11855,LIMA1
11856,FAM186A
11857,LARP4
11858,DIP2B
11859,ATF1
11860,TMPRSS12
11861,METTL7A
11862,HIGD1C
11863,SLC11A2
11864,LETMD1
11865,CSRNP2
11866,TFCP2
11867,POU6F1
11868,DAZAP2
11869,SMAGP
11870,BIN2
11871,CELA1
11872,GALNT6
11873,SLC4A8
11874,SCN8A
11875,TMDD1
11876,FIGNL2
11877,ANKRD33
11878,ACVRL1
11879,ACVR1B
11880,TAMALIN
11881,NR4A1
11882,ATG101
11883,SMIM41
11884,KRT80
11885,KRT7
11886,KRT86
11887,KRT81
11888,KRT83
11889,KRT85
11890,KRT84
11891,KRT82
11892,KRT75
11893,KRT6B
11894,KRT6C
11895,KRT6A
11896,KRT5
11897,KRT71
11898,KRT74
11899,KRT72
11900,KRT73
11901,KRT2
11902,KRT1
11903,KRT77
11904,KRT76
11905,KRT3
11906,KRT4
11907,KRT79
11908,KRT78
11909,KRT8
11910,KRT18
11911,EIF4B
11912,TNS2
11913,SPRYD3
11914,IGFBP6
11915,SOAT2
11916,CSAD
11917,ZNF740
11918,ITGB7
11919,RARG
11920,AC021072.1
11921,MFSD5
11922,ESPL1
11923,PFDN5
11924,MYG1
11925,AAAS
11926,SP7
11927,SP1
11928,AMHR2
11929,PRR13
11930,PCBP2
11931,MAP3K12
11932,TARBP2
11933,ATF7-NPFF
11934,NPFF
11935,ATF7
11936,ATP5MC2
11937,CALCOCO1
11938,HOXC13
11939,HOXC12
11940,HOXC11
11941,HOXC10
11942,AC012531.3
11943,HOXC6
11944,HOXC9
11945,HOXC8
11946,HOXC4
11947,HOXC5
11948,SMUG1
11949,CBX5
11950,HNRNPA1
11951,NFE2
11952,COPZ1
11953,GPR84
11954,ZNF385A
11955,ITGA5
11956,GTSF1
11957,NCKAP1L
11958,PDE1B
11959,PPP1R1A
11960,LACRT
11961,DCD
11962,MUCL1
11963,TESPA1
11964,NEUROD4
11965,OR9K2
11966,OR10A7
11967,OR6C74
11968,OR6C6
11969,OR6C1
11970,OR6C3
11971,OR6C75
11972,OR6C65
11973,OR6C76
11974,OR6C2
11975,OR6C70
11976,OR6C68
11977,OR6C4
11978,OR2AP1
11979,OR10P1
11980,METTL7B
11981,ITGA7
11982,AC009779.3
11983,BLOC1S1
11984,RDH5
11985,CD63
11986,GDF11
11987,SARNP
11988,AC023055.1
11989,ORMDL2
11990,DNAJC14
11991,MMP19
11992,PYM1
11993,DGKA
11994,PMEL
11995,CDK2
11996,RAB5B
11997,SUOX
11998,IKZF4
11999,RPS26
12000,ERBB3
12001,AC034102.2
12002,PA2G4
12003,RPL41
12004,ESYT1
12005,ZC3H10
12006,MYL6B
12007,MYL6
12008,SMARCC2
12009,RNF41
12010,NABP2
12011,SLC39A5
12012,ANKRD52
12013,COQ10A
12014,CS
12015,AC073896.1
12016,CNPY2
12017,PAN2
12018,IL23A
12019,STAT2
12020,APOF
12021,TIMELESS
12022,MIP
12023,AC097104.1
12024,SPRYD4
12025,GLS2
12026,RBMS2
12027,BAZ2A
12028,ATP5F1B
12029,PTGES3
12030,NACA
12031,AC117378.1
12032,PRIM1
12033,HSD17B6
12034,SDR9C7
12035,RDH16
12036,GPR182
12037,ZBTB39
12038,TAC3
12039,MYO1A
12040,NEMP1
12041,NAB2
12042,STAT6
12043,LRP1
12044,NXPH4
12045,SHMT2
12046,NDUFA4L2
12047,STAC3
12048,AC137834.1
12049,R3HDM2
12050,INHBC
12051,INHBE
12052,GLI1
12053,ARHGAP9
12054,MARS1
12055,DDIT3
12056,AC022506.1
12057,MBD6
12058,DCTN2
12059,KIF5A
12060,PIP4K2C
12061,DTX3
12062,ARHGEF25
12063,AC025165.6
12064,SLC26A10
12065,B4GALNT1
12066,OS9
12067,AGAP2
12068,TSPAN31
12069,CDK4
12070,MARCHF9
12071,CYP27B1
12072,METTL1
12073,EEF1AKMT3
12074,AC025165.3
12075,TSFM
12076,AVIL
12077,CTDSP2
