"","gene_name"
"10112","Gm10283"
"10113","Aadat"
"10114","Mfap3l"
"10115","Hpf1"
"10116","Clcn3"
"10117","Nek1"
"10118","Sh3rf1"
"10119","Cbr4"
"10120","Palld"
"10121","Ddx60"
"10122","Anxa10"
"10123","Spock3"
"10124","Sgo2b"
"10125","Tll1"
"10126","Cpe"
"10127","Msmo1"
"10128","Klhl2"
"10129","Tmem192"
"10130","Trim75"
"10131","Trim60"
"10132","Trim61"
"10133","Apela"
"10134","Gm10663"
"10135","Smim31"
"10136","Marchf1"
"10137","Tma16"
"10138","Tktl2"
"10139","Npy5r"
"10140","Npy1r"
"10141","Naf1"
"10142","Nat1"
"10143","Nat2"
"10144","Nat3"
"10145","Psd3"
"10146","Sh2d4a"
"10147","Csgalnact1"
"10148","Ints10"
"10149","Lpl"
"10150","Slc18a1"
"10151","Atp6v1b2"
"10152","Lzts1"
"10153","Zfp930"
"10154","D130040H23Rik"
"10155","Gm10033"
"10156","Gm9495"
"10157","Gm7697"
"10158","Zfp868"
"10159","Zfp964"
"10160","Zfp869"
"10161","Zfp963"
"10162","Gm20422"
"10163","Zfp866"
"10164","Atp13a1"
"10165","Gmip"
"10166","Lpar2"
"10167","Pbx4"
"10168","Cilp2"
"10169","Yjefn3"
"10170","Ndufa13"
"10171","Tssk6"
"10172","Gatad2a"
"10173","Mau2"
"10174","Sugp1"
"10175","Tm6sf2"
"10176","Hapln4"
"10177","Ncan"
"10178","Rfxank"
"10179","Nr2c2ap"
"10180","Borcs8"
"10181","Mef2b"
"10182","Tmem161a"
"10183","Slc25a42"
"10184","Armc6"
"10185","Sugp2"
"10186","Homer3"
"10187","Ddx49"
"10188","Cope"
"10189","Cers1"
"10190","Gdf1"
"10191","Upf1"
"10192","Comp"
"10193","Crtc1"
"10194","Klhl26"
"10195","Tmem59l"
"10196","Crlf1"
"10197","Rex1bd"
"10198","Uba52"
"10199","Kxd1"
"10200","Fkbp8"
"10201","Ell"
"10202","Isyna1"
"10203","Ssbp4"
"10204","Lrrc25"
"10205","Gdf15"
"10206","Pgpep1"
"10207","Lsm4"
"10208","Jund"
"10209","Iqcn"
"10210","Gm3336"
"10211","Pde4c"
"10212","Rab3a"
"10213","Mpv17l2"
"10214","Pik3r2"
"10215","Mast3"
"10216","Il12rb1"
"10217","Arrdc2"
"10218","Kcnn1"
"10219","Ccdc124"
"10220","Slc5a5"
"10221","Rpl18a"
"10222","Map1s"
"10223","Haus8"
"10224","Myo9b"
"10225","Use1"
"10226","Ocel1"
"10227","Nr2f6"
"10228","Ushbp1"
"10229","Babam1"
"10230","Ankle1"
"10231","Abhd8"
"10232","Mrpl34"
"10233","Dda1"
"10234","Ano8"
"10235","Gtpbp3"
"10236","Plvap"
"10237","Ccdc194"
"10238","Bst2"
"10239","Mvb12a"
"10240","Tmem221"
"10241","Nxnl1"
"10242","Slc27a1"
"10243","Pgls"
"10244","Fam129c"
"10245","Colgalt1"
"10246","Unc13a"
"10247","Jak3"
"10248","Insl3"
"10249","B3gnt3"
"10250","Fcho1"
"10251","Zfp709"
"10252","Zfp882"
"10253","Zfp617"
"10254","Zfp961"
"10255","Cyp4f18"
"10256","Olfr372"
"10257","Olfr373"
"10258","Olfr374"
"10259","Tpm4"
"10260","Rab8a"
"10261","Hsh2d"
"10262","Cib3"
"10263","Gm11034"
"10264","Fam32a"
"10265","Ap1m1"
"10266","Gm10282"
"10267","Klf2"
"10268","Eps15l1"
"10269","Calr3"
"10270","1700030K09Rik"
"10271","Cherp"
"10272","Slc35e1"
"10273","Med26"
"10274","Smim7"
"10275","Tmem38a"
"10276","Nwd1"
"10277","Sin3b"
"10278","F2rl3"
"10279","Large1"
"10280","Isx"
"10281","Hmgxb4"
"10282","Tom1"
"10283","Hmox1"
"10284","Mcm5"
"10285","Rasd2"
"10286","Gm10358"
"10287","Iqcm"
"10288","Nr3c2"
"10289","Arhgap10"
"10290","Prmt9"
"10291","Tmem184c"
"10292","Ednra"
"10293","Ttc29"
"10294","Pou4f2"
"10295","Rbmxl1"
"10296","Slc10a7"
"10297","Lsm6"
"10298","Zfp827"
"10299","1700011L22Rik"
"10300","Mmaa"
"10301","Smad1"
"10302","Otud4"
"10303","Abce1"
"10304","Anapc10"
"10305","Hhip"
"10306","Gypa"
"10307","Frem3"
"10308","Smarca5"
"10309","Gab1"
"10310","Usp38"
"10311","Inpp4b"
"10312","Il15"
"10313","Zfp330"
"10314","Rnf150"
"10315","Tbc1d9"
"10316","Ucp1"
"10317","Elmod2"
"10318","Mgat4d"
"10319","Clgn"
"10320","Scoc"
"10321","Olfr370"
"10322","Ndufb7"
"10323","Tecr"
"10324","Dnajb1"
"10325","Gipc1"
"10326","Pkn1"
"10327","Ptger1"
"10328","Ddx39"
"10329","Adgre5"
"10330","Adgrl1"
"10331","Asf1b"
"10332","Prkaca"
"10333","Samd1"
"10334","1700067K01Rik"
"10335","Misp3"
"10336","Palm3"
"10337","Il27ra"
"10338","Rln3"
"10339","Gm10643"
"10340","Rfx1"
"10341","Dcaf15"
"10342","Podnl1"
"10343","Cc2d1a"
"10344","4930432K21Rik"
"10345","Nanos3"
"10346","Zswim4"
"10347","D8Ertd738e"
"10348","Mri1"
"10349","Ccdc130"
"10350","Cacna1a"
"10351","Ier2"
"10352","Nacc1"
"10353","Trmt1"
"10354","Nfix"
"10355","Lyl1"
"10356","G430095P16Rik"
"10357","Dand5"
"10358","Gadd45gip1"
"10359","Rad23a"
"10360","Calr"
"10361","Farsa"
"10362","Syce2"
"10363","Gcdh"
"10364","Klf1"
"10365","Dnase2a"
"10366","Mast1"
"10367","Rtbdn"
"10368","Rnaseh2a"
"10369","Gm49661"
"10370","Prdx2"
"10371","Junb"
"10372","Hook2"
"10373","Best2"
"10374","Asna1"
"10375","Trir"
"10376","Tnpo2"
"10377","Fbxw9"
"10378","Gm5741"
"10379","Dhps"
"10380","Wdr83"
"10381","Wdr83os"
"10382","Man2b1"
"10383","Zfp791"
"10384","Cks1brt"
"10385","Olfr371"
"10386","Vps35"
"10387","Orc6"
"10388","Mylk3"
"10389","4921524J17Rik"
"10390","Gpt2"
"10391","Dnaja2"
"10392","Neto2"
"10393","Itfg1"
"10394","Phkb"
"10395","Abcc12"
"10396","Lonp2"
"10397","Siah1a"
"10398","N4bp1"
"10399","Cbln1"
"10400","4933402J07Rik"
"10401","Zfp423"
"10402","Cnep1r1"
"10403","Heatr3"
"10404","Tent4b"
"10405","Adcy7"
"10406","Brd7"
"10407","Nkd1"
"10408","Snx20"
"10409","Nod2"
"10410","Cyld"
"10411","Sall1"
"10412","Tox3"
"10413","Gm19935"
"10414","Chd9"
"10415","Rbl2"
"10416","Aktip"
"10417","Rpgrip1l"
"10418","Fto"
"10419","Irx3"
"10420","Irx5"
"10421","Irx6"
"10422","Mmp2"
"10423","Lpcat2"
"10424","Capns2"
"10425","Slc6a2"
"10426","Ces1a"
"10427","Ces1b"
"10428","Ces1c"
"10429","Ces1d"
"10430","Ces1e"
"10431","Ces1f"
"10432","Ces1g"
"10433","Ces1h"
"10434","Ces5a"
"10435","Gnao1"
"10436","Amfr"
"10437","Nudt21"
"10438","Ogfod1"
"10439","Bbs2"
"10440","Mt4"
"10441","Mt3"
"10442","Mt2"
"10443","Mt1"
"10444","Nup93"
"10445","Slc12a3"
"10446","Herpud1"
"10447","Nlrc5"
"10448","Cpne2"
"10449","Fam192a"
"10450","Rspry1"
"10451","Arl2bp"
"10452","Pllp"
"10453","Ccl22"
"10454","Cx3cl1"
"10455","Ccl17"
"10456","Ciapin1"
"10457","Coq9"
"10458","Polr2c"
"10459","Dok4"
"10460","Ccdc102a"
"10461","Adgrg5"
"10462","Adgrg1"
"10463","Adgrg3"
"10464","Drc7"
"10465","Katnb1"
"10466","Kifc3"
"10467","Cngb1"
"10468","Tepp"
"10469","Zfp319"
"10470","Usb1"
"10471","Mmp15"
"10472","Cfap20"
"10473","Csnk2a2"
"10474","Ccdc113"
"10475","Prss54"
"10476","Gins3"
"10477","Ndrg4"
"10478","Setd6"
"10479","Cnot1"
"10480","Sap18b"
"10481","Slc38a7"
"10482","Got2"
"10483","Cdh8"
"10484","Cdh11"
"10485","Cdh5"
"10486","Bean1"
"10487","Tk2"
"10488","Cklf"
"10489","Cmtm2a"
"10490","Gm45711"
"10491","Cmtm1"
"10492","Gm11020"
"10493","Cmtm2b"
"10494","Cmtm3"
"10495","Cmtm4"
"10496","Dync1li2"
"10497","Terb1"
"10498","Nae1"
"10499","Car7"
"10500","Pdp2"
"10501","Cdh16"
"10502","Rrad"
"10503","Ciao2b"
"10504","Ces2a"
"10505","Ces2b"
"10506","Ces2c"
"10507","Ces2e"
"10508","Ces2f"
"10509","Ces2g"
"10510","Ces2h"
"10511","Ces3a"
"10512","Ces3b"
"10513","Ces4a"
"10514","Cbfb"
"10515","D230025D16Rik"
"10516","B3gnt9"
"10517","Tradd"
"10518","Fbxl8"
"10519","Hsf4"
"10520","Nol3"
"10521","4931428F04Rik"
"10522","Exoc3l"
"10523","E2f4"
"10524","Elmo3"
"10525","Lrrc29"
"10526","Tmem208"
"10527","Fhod1"
"10528","Slc9a5"
"10529","Plekhg4"
"10530","Kctd19"
"10531","Lrrc36"
"10532","Tppp3"
"10533","Zdhhc1"
"10534","Hsd11b2"
"10535","Atp6v0d1"
"10536","Agrp"
"10537","Ripor1"
"10538","Ctcf"
"10539","Carmil2"
"10540","Acd"
"10541","Pard6a"
"10542","Enkd1"
"10543","4933405L10Rik"
"10544","Gfod2"
"10545","Ranbp10"
"10546","Tsnaxip1"
"10547","Cenpt"
"10548","Thap11"
"10549","Nutf2"
"10550","Edc4"
"10551","Nrn1l"
"10552","Pskh1"
"10553","Ctrl"
"10554","Psmb10"
"10555","Lcat"
"10556","Slc12a4"
"10557","Dpep3"
"10558","Dpep2"
"10560","Dus2"
"10561","Dpep2nb"
"10562","Ddx28"
"10563","Nfatc3"
"10564","Esrp2"
"10565","Pla2g15"
"10566","Slc7a6"
"10567","Slc7a6os"
"10568","Prmt7"
"10569","Smpd3"
"10570","Zfp90"
"10571","Cdh3"
"10572","Cdh1"
"10573","Tango6"
"10574","Has3"
"10575","Chtf8"
"10576","Gm50241"
"10577","Utp4"
"10578","Sntb2"
"10579","Vps4a"
"10580","Pdf"
"10581","Cog8"
"10582","Nip7"
"10583","Tmed6"
"10584","Terf2"
"10585","Cyb5b"
"10586","Nfat5"
"10587","Nqo1"
"10588","Nob1"
"10589","Wwp2"
"10590","Psmd7"
"10591","Zfhx3"
"10592","Pmfbp1"
"10593","Dhx38"
"10594","Txnl4b"
"10595","Hp"
"10596","Dhodh"
"10597","Pkd1l3"
"10598","Ist1"
"10599","Zfp821"
"10600","Atxn1l"
"10601","Ap1g1"
"10602","Phlpp2"
"10603","Marveld3"
"10604","Tat"
"10605","Chst4"
"10606","Zfp612"
"10607","Gm17720"
"10608","Tle7"
"10609","Calb2"
"10610","Cmtr2"
"10611","Hydin"
"10612","Vac14"
"10613","Mtss2"
"10614","Il34"
"10615","Sf3b3"
"10616","Cog4"
"10617","Fcsk"
"10618","St3gal2"
"10619","Ddx19a"
"10620","Ddx19b"
"10621","Aars"
"10622","Exosc6"
"10623","Clec18a"
"10624","Pdpr"
"10625","Glg1"
"10626","Rfwd3"
"10627","Mlkl"
"10628","Fa2h"
"10629","Wdr59"
"10630","Znrf1"
"10631","Ldhd"
"10632","Zfp1"
"10633","Ctrb1"
"10634","Bcar1"
"10635","Cfdp1"
"10636","Tmem170"
"10637","Chst5"
"10638","Tmem231"
"10639","Gabarapl2"
"10640","Adat1"
"10641","Kars"
"10642","Terf2ip"
"10643","Cntnap4"
"10644","Mon1b"
"10645","Syce1l"
"10646","Adamts18"
"10647","Nudt7"
"10648","Vat1l"
"10649","Clec3a"
"10650","Wwox"
"10651","Maf"
"10652","Dynlrb2"
"10653","Cdyl2"
"10654","Cmc2"
"10655","Cenpn"
"10656","Atmin"
"10657","1700030J22Rik"
"10658","Gcsh"
"10659","Pkd1l2"
"10660","Bco1"
"10661","Gan"
"10662","Cmip"
"10663","Plcg2"
"10664","Sdr42e1"
"10665","Hsd17b2"
"10666","Mphosph6"
"10667","Cdh13"
"10668","Hsbp1"
"10669","Mlycd"
"10670","Osgin1"
"10671","Necab2"
"10672","Slc38a8"
"10673","Mbtps1"
"10674","Hsdl1"
"10675","Dnaaf1"
"10676","Taf1c"
"10677","Adad2"
"10678","Kcng4"
"10679","Wfdc1"
"10680","Atp2c2"
"10681","Meak7"
"10682","Cotl1"
"10683","Klhl36"
"10684","Usp10"
"10685","Galnt2l"
"10686","Crispld2"
"10687","Zdhhc7"
"10688","6430548M08Rik"
"10689","Fam92b"
"10690","Gse1"
"10691","Gins2"
"10692","1190005I06Rik"
"10693","Gm27021"
"10694","Emc8"
"10695","Cox4i1"
"10696","Irf8"
"10697","Foxf1"
"10698","Mthfsd"
"10699","Foxc2"
"10700","Foxl1"
"10701","1700018B08Rik"
"10702","Fbxo31"
"10703","Map1lc3b"
"10704","Zcchc14"
"10705","Jph3"
"10706","Klhdc4"
"10707","Slc7a5"
"10708","Car5a"
"10709","Banp"
"10710","Zfp469"
"10711","Zfpm1"
"10712","Trhr2"
"10713","Zc3h18"
"10714","Il17c"
"10715","Cyba"
"10716","Mvd"
"10717","Snai3"
"10718","Rnf166"
"10719","Ctu2"
"10720","Piezo1"
"10721","Cdt1"
"10722","Aprt"
"10723","Galns"
"10724","Trappc2l"
"10725","Pabpn1l"
"10726","Cbfa2t3"
"10727","Acsf3"
"10728","Cdh15"
"10729","Ankrd11"
"10730","Spg7"
"10731","Rpl13"
"10732","Cpne7"
"10733","Sult5a1"
"10734","Dpep1"
"10735","Chmp1a"
"10736","Spata33"
"10737","Cdk10"
"10738","Spata2l"
"10739","Vps9d1"
"10740","Zfp276"
"10741","Fanca"
"10742","Spire2"
"10743","Tcf25"
"10744","Mc1r"
"10745","Tubb3"
"10746","Def8"
"10747","Afg3l1"
"10748","Dbndd1"
"10749","Gas8"
"10750","Rhou"
"10751","Rab4a"
"10752","Ccsap"
"10753","Acta1"
"10754","Nup133"
"10755","Abcb10"
"10756","Taf5l"
"10757","Urb2"
"10758","Galnt2"
"10759","Pgbd5"
"10760","Cog2"
"10761","Agt"
"10762","Capn9"
"10763","2310022B05Rik"
"10764","Ttc13"
"10765","Arv1"
"10766","Fam89a"
"10767","Trim67"
"10768","2810004N23Rik"
"10769","Gnpat"
"10770","Exoc8"
"10771","Sprtn"
"10772","Egln1"
"10773","Tsnax"
"10774","Disc1"
"10775","Sipa1l2"
"10776","Map10"
"10777","Ntpcr"
"10778","Pcnx2"
"10779","Map3k21"
"10780","Kcnk1"
"10781","Slc35f3"
"10782","Coa6"
"10783","Tarbp1"
"10784","Irf2bp2"
"10785","Tomm20"
"10786","Rbm34"
"10787","Pard3"
"10788","Nrp1"
"10789","Itgb1"
"10790","Ccdc7a"
"10791","Gm3952"
"10792","Ccdc7b"
"10793","Gm10999"
"10794","2610044O15Rik8"
"10795","Gm10722"
"10796","Gm11168"
"10797","Gm10721"
"10798","Gm10720"
"10799","Gm10719"
"10800","Gm10718"
"10801","Gm10717"
"10802","Gm17535"
"10803","Gm10715"
"10804","Alkbh8"
"10805","Cwf19l2"
"10806","Gucy1a2"
"10807","Aasdhppt"
"10808","Kbtbd3"
"10809","Msantd4"
"10810","Gria4"
"10811","Casp1"
"10812","Casp4"
"10813","Casp12"
"10814","Pdgfd"
"10815","Ddi1"
"10816","Dync2h1"
"10817","Dcun1d5"
"10818","Mmp13"
"10819","Mmp12"
"10820","Mmp1b"
"10821","Mmp3"
"10822","Mmp10"
"10823","Mmp8"
"10824","Mmp27"
"10825","Mmp20"
"10826","Mmp7"
"10827","Tmem123"
"10828","Birc2"
"10829","Birc3"
"10830","Yap1"
"10831","Cfap300"
"10832","Cep126"
"10833","Trpc6"
"10834","Pgr"
"10835","Arhgap42"
"10836","Cntn5"
"10837","Jrkl"
"10838","Ccdc82"
"10839","Maml2"
"10840","Gm17571"
"10841","Mtmr2"
"10842","Cep57"
"10843","Fam76b"
"10844","Sesn3"
"10845","Endod1"
"10846","Kdm4d"
"10847","Cwc15"
"10848","Amotl1"
"10849","Piwil4"
"10850","Fut4"
"10851","1700012B09Rik"
"10852","Ankrd49"
"10853","Mre11a"
"10854","Gpr83"
"10855","Izumo1r"
"10856","Panx1"
"10857","Hephl1"
"10858","Vstm5"
"10859","Med17"
"10860","4931406C07Rik"
"10861","Taf1d"
"10862","Cep295"
"10863","Smco4"
"10864","Deup1"
"10865","Slc36a4"
"10866","Mtnr1b"
"10867","Fat3"
"10868","Chordc1"
"10869","Naalad2"
"10870","Ubtfl1"
"10871","Mbd3l2"
"10872","Zfp558"
"10873","Mbd3l1"
"10874","Muc16"
"10875","Olfr24"
"10876","Olfr828"
"10877","Olfr829"
"10878","Olfr830"
"10879","Olfr832"
"10880","Olfr834"
"10881","Olfr835"
"10882","Olfr836"
"10883","Olfr837"
"10884","Olfr839-ps1"
"10885","Olfr843"
"10886","Olfr844"
"10887","Olfr845"
"10888","Olfr846"
"10889","Olfr847"
"10890","Olfr849"
"10891","Olfr850"
"10892","Olfr851"
"10893","Olfr853"
"10894","Olfr854"
"10895","Olfr855"
"10896","Zfp317"
"10897","Olfr857"
"10898","Olfr58"
"10899","Olfr859"
"10900","Olfr860"
"10901","Olfr862"
"10902","Olfr77"
"10903","Olfr866"
"10904","Olfr867"
"10905","Olfr868"
"10906","Olfr869"
"10907","Olfr870"
"10908","Olfr871"
"10909","Olfr872"
"10910","Olfr39"
"10911","Olfr873"
"10912","Olfr18"
"10913","Zfp560"
"10914","Zfp26"
"10915","Zfp426"
"10916","Zfp266"
"10917","Zfp846"
"10918","Fbxl12"
"10919","Ubl5"
"10920","Pin1"
"10921","Olfm2"
"10922","Col5a3"
"10923","Rdh8"
"10924","Shfl"
"10925","Angptl6"
"10926","Ppan"
"10927","Eif3g"
"10928","Dnmt1"
"10929","S1pr2"
"10930","Mrpl4"
"10931","Icam1"
"10932","Icam4"
"10933","Icam5"
"10934","Zglp1"
"10935","Gm49373"
"10936","Gm38431"
"10937","Fdx2"
"10938","Raver1"
"10939","Tyk2"
"10940","Cdc37"
"10941","Pde4a"
"10942","Keap1"
"10943","S1pr5"
"10944","Atg4d"
"10945","Kri1"
"10946","Cdkn2d"
"10947","Ap1m2"
"10948","Slc44a2"
"10949","Ilf3"
"10950","Qtrt1"
"10951","Dnm2"
"10952","Tmed1"
"10953","AB124611"
"10954","Carm1"
"10955","Yipf2"
"10956","Timm29"
"10957","Smarca4"
"10958","Ldlr"
"10959","Spc24"
"10960","Kank2"
"10961","Dock6"
"10962","Angptl8"
"10963","Rab3d"
"10964","Tmem205"
"10965","Ccdc159"
"10966","Plppr2"
"10967","Swsap1"
"10968","Epor"
"10969","Rgl3"
"10970","Ccdc151"
"10971","Prkcsh"
"10972","Elavl3"
"10973","Gm49318"
"10974","Zfp653"
"10975","Ecsit"
"10976","Cnn1"
"10977","Elof1"
"10978","Acp5"
"10979","Pigyl"
"10980","Zfp872"
"10981","Zfp809"
"10982","Zfp599"
"10983","Zfp810"
"10984","Anln"
"10985","Rp9"
"10986","9530077C05Rik"
"10987","Gm17545"
"10988","Bbs9"
"10989","Bmper"
"10990","Npsr1"
"10991","Dpy19l1"
"10992","Dpy19l2"
"10993","Cypt4"
"10994","Tbx20"
"10995","Gm10181"
"10996","Herpud2"
"10997","Septin7"
"10998","Eepd1"
"10999","B3gat1"
"11000","Glb1l2"
"11001","Glb1l3"
"11002","Gm1110"
"11003","Acad8"
"11004","Thyn1"
"11005","Vps26b"
"11006","Ncapd3"
"11007","Jam3"
"11008","Igsf9b"
"11009","Spata19"
"11010","Opcml"
"11011","Ntm"
"11012","Snx19"
"11013","Adamts15"
"11014","Adamts8"
"11015","Zbtb44"
"11016","St14"
"11017","Aplp2"
"11018","Prdm10"
"11019","Nfrkb"
"11020","Tmem45b"
"11021","Barx2"
"11022","Arhgap32"
"11023","Kcnj5"
"11024","Kcnj1"
"11025","Fli1"
"11026","Ets1"
"11027","Kirrel3"
"11028","St3gal4"
"11029","Dcps"
"11030","Tirap"
"11031","Srpr"
"11032","Foxred1"
"11033","Fam118b"
"11034","Rpusd4"
"11035","Cdon"
"11036","Gm1113"
"11037","Ddx25"
"11038","Pus3"
"11039","Hyls1"
"11040","Pate2"
"11041","Pate4"
"11042","Pate3"
"11043","Pate1"
"11044","Pate10"
"11045","Pate7"
"11046","Gm27235"
"11047","Pate6"
"11048","Pate5"
"11049","Pate13"
"11050","Gm5916"
"11051","Pate12"
"11052","Pate11"
"11053","Pate9"
"11054","Pate8"
"11055","Pate14"
"11056","Acrv1"
"11057","Chek1"
"11058","Stt3a"
"11059","Ei24"
"11060","Fez1"
"11061","Pknox2"
"11062","Tmem218"
"11063","Slc37a2"
"11064","Ccdc15"
"11065","Hepacam"
"11066","Robo4"
"11067","Robo3"
"11068","Msantd2"
"11069","Esam"
"11070","Vsig2"
"11071","Nrgn"
"11072","Siae"
"11073","Spa17"
"11074","Tbrg1"
"11075","Panx3"
"11076","Olfr160"
"11077","Olfr874"
"11078","Olfr875"
"11079","Olfr876"
"11080","Olfr877"
"11081","Olfr145"
"11082","Olfr878"
"11083","Olfr881"
"11084","Olfr883"
"11085","Olfr884"
"11086","Olfr885"
"11087","Olfr887"
"11088","Olfr888"
"11089","Olfr889"
"11090","Olfr890"
"11091","Olfr891"
"11092","Olfr893"
"11093","Olfr894"
"11094","Olfr143"
"11095","Olfr895"
"11096","Olfr896-ps1"
"11097","Olfr25"
"11098","Olfr898"
"11099","Olfr250"
"11100","Olfr251"
"11101","Olfr147"
"11102","Olfr901"
"11103","Olfr902"
"11104","Olfr904"
"11105","Olfr905"
"11106","Olfr906"
"11107","Olfr907"
"11108","Olfr911-ps1"
"11109","Olfr910"
"11110","Olfr912"
"11111","Olfr913"
"11112","Olfr914"
"11113","Olfr916"
"11114","Olfr917"
"11115","Olfr918"
"11116","Olfr919"
"11117","Vwa5a"
"11118","Olfr920"
"11119","Olfr921"
"11120","Olfr922"
"11121","Olfr923"
"11122","Olfr924"
"11123","Olfr26"
"11124","Olfr926"
"11125","Olfr930"
"11126","Olfr933"
"11127","Olfr934"
"11128","Olfr935"
"11129","Olfr146"
"11130","Olfr937"
"11131","Olfr938"
"11132","Olfr27"
"11133","Olfr943"
"11134","Olfr944"
"11135","Olfr1537"
"11136","Olfr945"
"11137","Olfr948"
"11138","Olfr951"
"11139","Olfr952"
"11140","Olfr954"
"11141","Olfr955"
"11142","Olfr44"
"11143","Olfr957"
"11144","Olfr958"
"11145","Olfr959"
"11146","AW551984"
"11147","Olfr148"
"11148","Olfr960"
"11149","Olfr961"
"11150","Olfr963"
"11151","Olfr149"
"11152","Olfr965"
"11153","Olfr150"
"11154","Olfr967"
"11155","Olfr968"
"11156","Olfr969"
"11157","Olfr970"
"11158","Olfr971"
"11159","Olfr972"
"11160","Olfr229"
"11161","Olfr974"
"11162","Olfr975"
"11163","Olfr976"
"11164","Olfr978"
"11165","Olfr979"
"11166","Olfr980"
"11167","Olfr981"
"11168","Olfr982"
"11169","Olfr983"
"11170","Olfr984"
"11171","Olfr985"
"11172","Tmem225"
"11173","Olfr986"
"11174","Zfp202"
"11175","Scn3b"
"11176","Gramd1b"
"11177","Gm21915"
"11178","Clmp"
"11179","Hspa8"
"11180","Bsx"
"11181","Jhy"
"11182","Crtam"
"11183","Ubash3b"
"11184","Sorl1"
"11185","Sc5d"
"11186","Tecta"
"11187","Tbcel"
"11188","Grik4"
"11189","Arhgef12"
"11190","Tlcd5"
"11191","Pou2f3"
"11192","Oaf"
"11193","Trim29"
"11194","Nectin1"
"11195","Thy1"
"11196","Gm49380"
"11197","Usp2"
"11198","Rnf26"
"11199","Mfrp"
"11200","C1qtnf5"
"11201","Mcam"
"11202","Cbl"
"11203","Ccdc153"
"11204","Pdzd3"
"11205","Nlrx1"
"11206","Abcg4"
"11207","Hinfp"
"11208","C2cd2l"
"11209","Dpagt1"
"11210","H2ax"
"11211","Hmbs"
"11212","Vps11"
"11213","Hyou1"
"11214","Slc37a4"
"11215","Trappc4"
"11216","Rps25"
"11217","Ccdc84"
"11218","Foxr1"
"11219","Upk2"
"11220","Bcl9l"
"11221","Cxcr5"
"11222","Ddx6"
"11223","Treh"
"11224","Phldb1"
"11225","Arcn1"
"11226","Ift46"
"11227","Tmem25"
"11228","Ttc36"
"11229","Kmt2a"
"11230","Atp5l"
"11231","Ube4a"
"11232","Cd3g"
"11233","Cd3d"
"11234","Cd3e"
"11235","Mpzl2"
"11236","Mpzl3"
"11237","Jaml"
"11238","Scn2b"
"11239","Scn4b"
"11240","Tmprss4"
"11241","BC049352"
"11242","Il10ra"
"11243","Tmprss13"
"11244","Fxyd6"
"11245","Fxyd2"
"11246","Dscaml1"
"11247","Cep164"
"11248","Bace1"
"11249","Rnf214"
"11250","Pcsk7"
"11251","Tagln"
"11252","Sidt2"
"11253","Pafah1b2"
"11254","Sik3"
"11255","Apoa1"
"11256","Apoc3"
"11257","Apoa4"
"11258","Apoa5"
"11259","Zpr1"
"11260","Bud13"
"11261","4931429L15Rik"
"11262","Gm4791"
"11263","Cadm1"
"11264","Nxpe4"
"11265","Nxpe2"
"11266","Rexo2"
"11267","Rbm7"
"11268","Gm5617"
"11269","Nnmt"
"11270","Zbtb16"
"11271","Htr3a"
"11272","Htr3b"
"11273","Usp28"
"11274","Zw10"
"11275","Tmprss5"
"11276","Gm4894"
"11277","Drd2"
"11278","Ankk1"
"11279","Ttc12"
"11280","Ncam1"
"11281","Rpl10-ps3"
"11282","Plet1"
"11283","Pts"
"11284","Bco2"
"11285","Il18"
"11286","Tex12"
"11287","Sdhd"
"11288","Timm8b"
"11289","Nkapd1"
"11290","Pih1d2"
"11291","Dlat"
"11292","Dixdc1"
"11293","2310030G06Rik"
"11294","Hspb2"
"11295","Cryab"
"11296","1110032A03Rik"
"11297","Fdxacb1"
"11298","Alg9"
"11299","Ppp2r1b"
"11300","Sik2"
"11301","Layn"
"11302","Btg4"
"11303","4833427G06Rik"
"11304","Gm32742"
"11305","Pou2af1"
"11306","Colca2"
"11307","1810046K07Rik"
"11308","Arhgap20"
"11309","Fdx1"
"11310","Rdx"
"11311","Zc3h12c"
"11312","AI593442"
"11313","Ddx10"
"11314","Exph5"
"11315","Poglut3"
"11316","4930550C14Rik"
"11317","Atm"
"11318","Npat"
"11319","Acat1"
"11320","Cul5"
"11321","Rab39"
"11322","Slc35f2"
"11323","Sln"
"11324","Elmod1"
"11325","Tnfaip8l3"
"11326","Cyp19a1"
"11327","Gldn"
"11328","Dmxl2"
"11329","Sh2d7"
"11330","Cib2"
"11331","Idh3a"
"11332","Acsbg1"
"11333","Dnaja4"
"11334","Wdr61"
"11335","Crabp1"
"11336","Ireb2"
"11337","Hykk"
"11338","AY074887"
"11339","Psma4"
"11340","Chrna5"
"11341","Chrna3"
"11342","Chrnb4"
"11343","Ube2q2"
"11344","Fbxo22"
"11345","Nrg4"
"11346","Tmem266"
"11347","Etfa"
"11348","Isl2"
"11349","Scaper"
"11350","4930563M21Rik"
"11351","Rcn2"
"11352","Pstpip1"
"11353","Tspan3"
"11354","Peak1"
"11355","Hmg20a"
"11356","AC159819.1"
"11357","Lingo1"
"11358","Odf3l1"
"11359","Cspg4"
"11360","Snx33"
"11361","Imp3"
"11362","Snupn"
"11363","Ptpn9"
"11364","Sin3a"
"11365","Man2c1"
"11366","Neil1"
"11367","Commd4"
"11368","Trcg1"
"11369","1700017B05Rik"
"11370","Ppcdc"
"11371","Scamp5"
"11372","Rpp25"
"11373","Cox5a"
"11374","Fam219b"
"11375","Mpi"
"11376","Scamp2"
"11377","Ulk3"
