"","gene_name"
"4617","Ldlrad1"
"4618","Lrrc42"
"4619","Hspb11"
"4620","Dio1"
"4621","Yipf1"
"4622","Ndc1"
"4623","Glis1"
"4624","Dmrtb1"
"4625","Lrp8"
"4626","Magoh"
"4627","Czib"
"4628","Cpt2"
"4629","Slc1a7"
"4630","Podn"
"4631","Scp2"
"4632","Echdc2"
"4633","Zyg11a"
"4634","Zyg11b"
"4635","Coa7"
"4636","Shisal2a"
"4637","Gpx7"
"4638","Tut4"
"4639","Prpf38a"
"4640","Orc1"
"4641","Cc2d1b"
"4642","Zfyve9"
"4643","3110021N24Rik"
"4644","Btf3l4"
"4645","Txndc12"
"4646","Kti12"
"4647","Rab3b"
"4648","Nrd1"
"4649","Osbpl9"
"4650","Calr4"
"4651","Eps15"
"4652","Ttc39a"
"4653","Rnf11"
"4654","4930522H14Rik"
"4655","Cdkn2c"
"4656","Faf1"
"4657","Dmrta2"
"4658","Elavl4"
"4659","Agbl4"
"4660","Bend5"
"4661","Spata6"
"4662","Slc5a9"
"4663","Skint8"
"4664","Skint7"
"4665","Skint1"
"4666","Skint4"
"4667","Skint3"
"4668","Skint9"
"4669","Skint2"
"4670","Skint10"
"4671","Skint6"
"4672","Skint5"
"4673","Skint11"
"4674","Trabd2b"
"4675","Gm12830"
"4676","Foxd2"
"4677","Foxe3"
"4678","Cmpk1"
"4679","Stil"
"4680","Tal1"
"4681","Pdzk1ip1"
"4682","Cyp4x1"
"4683","Cyp4a29"
"4684","Cyp4a12a"
"4685","Cyp4a12b"
"4686","Cyp4a30b"
"4687","Cyp4a14"
"4688","Cyp4a10"
"4689","Cyp4a31"
"4690","Cyp4a32"
"4691","Cyp4b1"
"4692","Efcab14"
"4693","Tex38"
"4694","Atpaf1"
"4695","Mob3c"
"4696","Mknk1"
"4697","Kncn"
"4698","6430628N08Rik"
"4699","Dmbx1"
"4700","Faah"
"4701","Nsun4"
"4702","Uqcrh"
"4703","Lrrc41"
"4704","Rad54l"
"4705","Pomgnt1"
"4706","Lurap1"
"4707","Tspan1"
"4708","1700042G07Rik"
"4709","Gm49337"
"4710","Pik3r3"
"4711","Mast2"
"4712","Ipp"
"4713","Tmem69"
"4714","Gpbp1l1"
"4715","Ccdc17"
"4716","Nasp"
"4717","Akr1a1"
"4718","Prdx1"
"4719","Mmachc"
"4720","Ccdc163"
"4721","Tesk2"
"4722","Toe1"
"4723","Mutyh"
"4724","Hpdl"
"4725","Zswim5"
"4726","Urod"
"4727","Hectd3"
"4728","Eif2b3"
"4729","Ptch2"
"4730","Btbd19"
"4731","Tctex1d4"
"4732","Plk3"
"4733","Rps8"
"4734","Kif2c"
"4735","Armh1"
"4736","Tmem53"
"4737","Rnf220"
"4738","Eri3"
"4739","Dmap1"
"4740","Gm12845"
"4741","Klf17"
"4742","Slc6a9"
"4743","Ccdc24"
"4744","B4galt2"
"4745","Atp6v0b"
"4746","Dph2"
"4747","Ipo13"
"4748","Artn"
"4749","St3gal3"
"4750","Kdm4a"
"4751","Ptprf"
"4752","Szt2"
"4753","Med8"
"4754","Elovl1"
"4755","Cdc20"
"4756","Mpl"
"4757","Tie1"
"4758","2610528J11Rik"
"4759","Tmem125"
"4760","Cfap57"
"4761","Ebna1bp2"
"4762","Olfr62"
"4763","Olfr1342"
"4764","Olfr1341"
"4765","Olfr1340"
"4766","Olfr1339"
"4767","Olfr1338"
"4768","Olfr1337"
"4769","Olfr1335"
"4770","Olfr1333"
"4771","Olfr1331"
"4772","Olfr1330"
"4773","Olfr1329"
"4774","Olfr1328"
"4775","Lao1"
"4776","Slc2a1"
"4777","Zfp691"
"4778","Ermap"
"4779","Svbp"
"4780","AU022252"
"4781","Tmem269"
"4782","P3h1"
"4783","Cldn19"
"4784","Ybx1"
"4785","Ppih"
"4786","Ccdc30"
"4787","Ppcs"
"4788","Zmynd12"
"4789","Rimkla"
"4790","Frg2f1"
"4791","Foxj3"
"4792","Guca2a"
"4793","Guca2b"
"4794","Hivep3"
"4795","AL607142.1"
"4796","Edn2"
"4797","Foxo6"
"4798","Scmh1"
"4799","Slfnl1"
"4800","Ctps"
"4801","Gm8439"
"4802","Cited4"
"4803","Kcnq4"
"4804","Nfyc"
"4805","Rims3"
"4806","Exo5"
"4807","Zfp69"
"4808","Smap2"
"4809","Col9a2"
"4810","Zmpste24"
"4811","Tmco2"
"4812","Rlf"
"4813","Gm12888"
"4814","Gm12886"
"4815","Gm12887"
"4816","9530002B09Rik"
"4817","Ppt1"
"4818","Cap1"
"4819","Mfsd2a"
"4820","Mycl"
"4821","Trit1"
"4822","Bmp8b"
"4823","Oxct2b"
"4824","Ppie"
"4825","Hpcal4"
"4826","Nt5c1a"
"4827","Heyl"
"4828","Pabpc4"
"4829","Bmp8a"
"4830","Oxct2a"
"4831","Macf1"
"4832","Ndufs5"
"4833","Akirin1"
"4834","Rhbdl2"
"4835","Mycbp"
"4836","Rragc"
"4837","Pou3f1"
"4838","Utp11"
"4839","Fhl3"
"4840","Sf3a3"
"4841","Inpp5b"
"4842","Mtf1"
"4843","1110065P20Rik"
"4844","Yrdc"
"4845","Maneal"
"4846","Epha10"
"4847","Cdca8"
"4848","9930104L06Rik"
"4849","Rspo1"
"4850","Gnl2"
"4851","Dnali1"
"4852","Snip1"
"4853","Meaf6"
"4854","Zc3h12a"
"4855","Grik3"
"4856","Csf3r"
"4857","Mrps15"
"4858","Oscp1"
"4859","Lsm10"
"4860","Stk40"
"4861","Eva1b"
"4862","Sh3d21"
"4863","Thrap3"
"4864","Map7d1"
"4865","Trappc3"
"4866","Col8a2"
"4867","Adprhl2"
"4868","Tekt2"
"4869","Ago3"
"4870","Ago1"
"4871","Ago4"
"4872","Clspn"
"4873","5730409E04Rik"
"4874","Psmb2"
"4875","Tfap2e"
"4876","Ncdn"
"4877","AU040320"
"4878","Zmym4"
"4879","Sfpq"
"4880","Zmym1"
"4881","Zmym6"
"4882","Tmem35b"
"4883","Dlgap3"
"4884","Smim12"
"4885","Gja4"
"4886","Gjb3"
"4887","Gjb4"
"4888","Gjb5"
"4889","CK137956"
"4890","Csmd2"
"4891","Hmgb4"
"4892","Zscan20"
"4893","Tlr12"
"4894","Phc2"
"4895","A3galt2"
"4896","Zfp362"
"4897","Trim62"
"4898","Azin2"
"4899","Ak2"
"4900","Rnf19b"
"4901","Tmem54"
"4902","Hpca"
"4903","Fndc5"
"4904","S100pbp"
"4905","Yars"
"4906","C77080"
"4907","Sync"
"4908","Rbbp4"
"4909","Zbtb8os"
"4910","Zbtb8a"
"4911","Zbtb8b"
"4912","Bsdc1"
"4913","Tssk3"
"4914","Fam229a"
"4915","Marcksl1"
"4916","Hdac1"
"4917","Lck"
"4918","Fam167b"
"4919","Eif3i"
"4920","Tmem234"
"4921","Dcdc2b"
"4922","Iqcc"
"4923","Ccdc28b"
"4924","Txlna"
"4925","Kpna6"
"4926","Tmem39b"
"4927","Khdrbs1"
"4928","Ptp4a2"
"4929","Spocd1"
"4930","Adgrb2"
"4931","Col16a1"
"4932","Pef1"
"4933","Hcrtr1"
"4934","Tinagl1"
"4935","Ldc1"
"4936","Serinc2"
"4937","Fabp3"
"4938","Zcchc17"
"4939","Snrnp40"
"4940","Nkain1"
"4941","Pum1"
"4942","Sdc3"
"4943","Laptm5"
"4944","Matn1"
"4945","Ptpru"
"4946","Mecr"
"4947","Srsf4"
"4948","Tmem200b"
"4949","Epb41"
"4950","Oprd1"
"4951","Ythdf2"
"4952","Gmeb1"
"4953","Taf12"
"4954","Rab42"
"4955","Trnau1ap"
"4956","Rcc1"
"4957","Phactr4"
"4958","Med18"
"4959","Sesn2"
"4960","Atpif1"
"4961","Dnajc8"
"4962","Ptafr"
"4963","Eya3"
"4964","Xkr8"
"4965","Smpdl3b"
"4966","Rpa2"
"4967","Themis2"
"4968","Ppp1r8"
"4969","Stx12"
"4970","Fam76a"
"4971","Fgr"
"4972","Ahdc1"
"4973","Wasf2"
"4974","Gpr3"
"4975","Cd164l2"
"4976","Map3k6"
"4977","Sytl1"
"4978","Tmem222"
"4979","Wdtc1"
"4980","Slc9a1"
"4981","Tent5b"
"4982","Trnp1"
"4983","Kdf1"
"4984","Nudc"
"4985","Nr0b2"
"4986","Gpatch3"
"4987","Gpn2"
"4988","Sfn"
"4989","Zdhhc18"
"4990","Pigv"
"4991","Arid1a"
"4992","Rps6ka1"
"4993","Hmgn2"
"4994","Dhdds"
"4995","Lin28a"
"4996","Zfp683"
"4997","Crybg2"
"4998","Cd52"
"4999","Ubxn11"
"5000","Sh3bgrl3"
"5001","Cep85"
"5002","Zpld2"
"5003","Catsper4"
"5004","Cnksr1"
"5005","Zfp593"
"5006","E130218I03Rik"
"5007","Gm30191"
"5008","Grrp1"
"5009","Pdik1l"
"5010","Trim63"
"5011","Slc30a2"
"5012","Extl1"
"5013","Pafah2"
"5014","Stmn1"
"5015","Paqr7"
"5016","Aunip"
"5017","Mtfr1l"
"5018","Selenon"
"5019","Man1c1"
"5020","Ldlrap1"
"5021","Maco1"
"5022","Rhd"
"5023","Tmem50a"
"5024","Rsrp1"
"5025","Syf2"
"5026","Runx3"
"5027","Clic4"
"5028","Srrm1"
"5029","Ncmap"
"5030","Rcan3"
"5031","Nipal3"
"5032","Stpg1"
"5033","Grhl3"
"5034","Ifnlr1"
"5035","Il22ra1"
"5036","Myom3"
"5037","Srsf10"
"5038","Pnrc2"
"5039","Cnr2"
"5040","Fuca1"
"5041","Hmgcl"
"5042","Gale"
"5043","Lypla2"
"5044","Pithd1"
"5045","Eloa"
"5046","Rpl11"
"5047","Id3"
"5048","E2f2"
"5049","Asap3"
"5050","Tcea3"
"5051","Zfp46"
"5052","Hnrnpr"
"5053","Htr1d"
"5054","Luzp1"
"5055","Kdm1a"
"5056","Tex46"
"5057","Lactbl1"
"5058","Ephb2"
"5059","C1qb"
"5060","C1qc"
"5061","C1qa"
"5062","Epha8"
"5063","Zbtb40"
"5064","Wnt4"
"5065","Cdc42"
"5066","Cela3a"
"5067","Cela3b"
"5068","1700013G24Rik"
"5069","Hspg2"
"5070","Ldlrad2"
"5071","Usp48"
"5072","Rap1gap"
"5073","Alpl"
"5074","Ece1"
"5075","Eif4g3"
"5076","Hp1bp3"
"5077","Sh2d5"
"5078","Kif17"
"5079","Ddost"
"5080","Pink1"
"5081","Cda"
"5082","Fam43b"
"5083","Mul1"
"5084","Camk2n1"
"5085","Vwa5b1"
"5086","Ubxn10"
"5087","Pla2g2c"
"5088","Pla2g2f"
"5089","Pla2g2d"
"5090","Pla2g5"
"5091","Gm13030"
"5092","Pla2g2e"
"5093","Otud3"
"5094","Rnf186"
"5095","Tmco4"
"5096","Htr6"
"5097","Nbl1"
"5098","Micos10"
"5099","Capzb"
"5100","Pqlc2"
"5101","Akr7a5"
"5102","Mrto4"
"5103","Emc1"
"5104","Ubr4"
"5105","Iffo2"
"5106","Gm21969"
"5107","Aldh4a1"
"5108","Tas1r2"
"5109","Pax7"
"5110","Klhdc7a"
"5111","Igsf21"
"5112","Arhgef10l"
"5113","Rcc2"
"5114","Padi6"
"5115","Padi4"
"5116","Padi3"
"5117","Padi1"
"5118","Padi2"
"5119","Sdhb"
"5120","Atp13a2"
"5121","Mfap2"
"5122","Crocc"
"5123","Necap2"
"5124","Spata21"
"5125","Szrd1"
"5126","Fbxo42"
"5127","Cplane2"
"5128","Arhgef19"
"5129","Epha2"
"5130","Fam131c"
"5131","Clcnka"
"5132","Clcnkb"
"5133","Hspb7"
"5134","Srarp"
"5135","Zbtb17"
"5136","Spen"
"5137","Fblim1"
"5138","Tmem82"
"5139","Slc25a34"
"5140","Plekhm2"
"5141","Ddi2"
"5142","Rsc1a1"
"5143","Agmat"
"5144","Dnajc16"
"5145","Casp9"
"5146","Cela2a"
"5147","Ctrc"
"5148","Efhd2"
"5149","Fhad1"
"5150","Tmem51"
"5151","Kazn"
"5152","6330411D24Rik"
"5153","Prdm2"
"5154","Pdpn"
"5155","Lrrc38"
"5156","Pramel1"
"5157","Pramef8"
"5158","Oog4"
"5159","Gm13043"
"5160","Gm13040"
"5161","BC080695"
"5162","Gm13057"
"5163","Gm13083"
"5164","Gm13088"
"5165","Gm13089"
"5166","Gm13078"
"5167","Gm13023"
"5168","Gm13084"
"5169","Gm13103"
"5170","Pramef6"
"5171","Pramef25"
"5172","Gm13101"
"5173","Pramef17"
"5174","Pramel4"
"5175","Gm13102"
"5176","Oog3"
"5177","Oog2"
"5178","C87977"
"5179","Pramel5"
"5180","Gm13128"
"5181","Gm13119"
"5182","Pramef20"
"5183","Pramef12"
"5184","1700012P22Rik"
"5185","Aadacl3"
"5186","Aadacl4fm1"
"5187","Aadacl4fm2"
"5188","Aadacl4"
"5189","Aadacl4fm4"
"5190","AAdacl4fm3"
"5191","Aadacl4fm5"
"5192","Dhrs3"
"5193","Vps13d"
"5194","Tnfrsf1b"
"5195","Tnfrsf8"
"5196","Zfp990"
"5197","Gm13212"
"5198","Zfp980"
"5199","Zfp986"
"5200","Zfp987"
"5201","Zfp600"
"5202","Zfp992"
"5203","Zfp981"
"5204","Zfp993"
"5205","Gm21411"
"5206","Zfp989"
"5207","Rex2"
"5208","Zfp991"
"5209","Zfp988"
"5210","Zfp978"
"5211","Zfp982"
"5212","Zfp985"
"5213","Zfp979"
"5214","Zfp534"
"5215","Zfp984"
"5216","Zfp933"
"5217","Miip"
"5218","Fv1"
"5219","Mfn2"
"5220","Plod1"
"5221","2510039O18Rik"
"5222","Nppb"
"5223","Nppa"
"5224","Clcn6"
"5225","Mthfr"
"5226","Agtrap"
"5227","Draxin"
"5228","Mad2l2"
"5229","Fbxo6"
"5230","Fbxo44"
"5231","Fbxo2"
"5232","Disp3"
"5233","Ubiad1"
"5234","Mtor"
"5235","Angptl7"
"5236","Exosc10"
"5237","Srm"
"5238","Masp2"
"5239","Tardbp"
"5240","Gm572"
"5241","Casz1"
"5242","Pex14"
"5243","Dffa"
"5244","Cort"
"5245","Cenps"
"5246","Pgd"
"5247","Kif1b"
"5248","Ube4b"
"5249","Rbp7"
"5250","Nmnat1"
"5251","Tmem274"
"5252","Lzic"
"5253","Ctnnbip1"
"5254","Clstn1"
"5255","Pik3cd"
"5256","Tmem201"
"5257","Slc25a33"
"5258","Spsb1"
"5259","H6pd"
"5260","Gpr157"
"5261","Slc2a5"
"5262","Slc2a7"
"5263","Car6"
"5264","Eno1"
"5265","Rere"
"5266","Slc45a1"
"5267","Errfi1"
"5268","Park7"
"5269","Tnfrsf9"
"5270","Camta1"
"5271","Uts2"
"5272","Per3"
"5273","Vamp3"
"5274","Gm13090"
"5275","Dnajc11"
"5276","Thap3"
"5277","Phf13"
"5278","Klhl21"
"5279","Zbtb48"
"5280","Tas1r1"
"5281","Nol9"
"5282","Plekhg5"
"5283","Tnfrsf25"
"5284","Espn"
"5285","Hes2"
"5286","Acot7"
"5287","Gpr153"
"5288","Hes3"
"5289","Icmt"
"5290","Rnf207"
"5291","Rpl22"
"5292","Chd5"
"5293","Kcnab2"
"5294","Nphp4"
"5295","Ajap1"
"5296","A430005L14Rik"
"5297","Dffb"
"5298","Cep104"
"5299","Lrrc47"
"5300","Smim1"
"5301","Ccdc27"
"5302","Trp73"
"5303","Wrap73"
"5304","Tprgl"
"5305","Megf6"
"5306","Arhgef16"
"5307","Prdm16"
"5308","Actrt2"
"5309","Ttc34"
"5310","Mmel1"
"5311","Prxl2b"
"5312","Tnfrsf14"
"5313","Hes5"
"5314","Pank4"
"5315","Plch2"
"5316","Pex10"
"5317","Rer1"
"5318","Morn1"
"5319","Ski"
"5320","Faap20"
"5321","Prkcz"
"5322","Gabrd"
"5323","Cfap74"
"5324","Tmem52"
"5325","Gnb1"
"5326","Nadk"
"5327","Slc35e2"
"5328","Gm10563"
"5329","Cdk11b"
"5330","Mmp23"
"5331","Mib2"
"5332","Fndc10"
"5333","Ssu72"
"5334","Tmem240"
"5335","Atad3a"
"5336","Vwa1"
"5337","Tmem88b"
"5338","Ankrd65"
"5339","Mrpl20"
"5340","Ccnl2"
"5341","Aurkaip1"
"5342","Mxra8"
"5343","Dvl1"
"5344","Tas1r3"
"5345","Cptp"
"5346","Ints11"
"5347","Pusl1"
"5348","Acap3"
"5349","Ube2j2"
"5350","C1qtnf12"
"5351","B3galt6"
"5352","Sdf4"
"5353","Tnfrsf4"
"5354","Tnfrsf18"
"5355","Ttll10"
"5356","9430015G10Rik"
"5357","Rnf223"
"5358","Agrn"
"5359","Isg15"
"5360","Perm1"
"5361","Plekhn1"
"5362","Noc2l"
"5363","Samd11"
"5364","Vmn2r-ps159"
"5365","Cdk6"
"5366","Fam133b"
"5367","1700109H08Rik"
"5368","Rbm48"
"5369","Pex1"
"5370","Gatad1"
"5371","Tmbim7"
"5372","Ankib1"
"5373","Krit1"
"5374","Lrrd1"
"5375","Mterf1a"
"5376","Akap9"
"5377","Cyp51"
"5378","Mterf1b"
"5379","Fzd1"
"5380","Cdk14"
"5381","1700015F17Rik"
"5382","Cldn12"
"5383","Gtpbp10"
"5384","Gm8773"
"5385","Cfap69"
"5386","Steap2"
"5387","Steap1"
"5388","Zfp804b"
"5389","Tex47"
"5390","Steap4"
"5391","Sri"
"5392","Adam22"
"5393","Dbf4"
"5394","Slc25a40"
"5395","Rundc3b"
"5396","Abcb1a"
"5397","Abcb1b"
"5398","Abcb4"
"5399","Crot"
"5400","Tmem243"
"5401","Dmtf1"
"5402","9330182L06Rik"
"5403","Grm3"
"5404","Gm5152"
"5405","Gm8871"
"5406","Gm8857"
"5407","Gm8879"
"5408","Gm5861"
"5409","Gm8890"
"5410","Speer1"
"5411","Gm8897"
"5412","Gm8906"
"5413","Gm6460"
"5414","Gm8922"
"5415","Gm8926"
"5416","Gm6465"
"5417","4933402N22Rik"
"5418","Sema3d"
"5419","Sema3a"
"5420","Speer3"
"5421","Sema3e"
"5422","Pclo"
"5423","Gm9758"
"5424","Speer4e"
"5425","Gm10354"
"5426","Gm17019"
"5427","Gm21149"
"5428","Gm21190"
"5429","Gm21083"
"5430","Speer4d"
"5431","4930572O03Rik"
"5432","Speer4c"
"5433","Cacna2d1"
"5434","Hgf"
"5435","Gm28710"
"5436","Speer4f2"
"5437","Speer4f1"
"5438","Sema3c"
"5439","Cd36"
"5440","Gnat3"
"5441","Gnai1"
"5442","Magi2"
"5443","Phtf2"
"5444","Tmem60"
"5445","Rsbn1l"
"5446","Ptpn12"
"5447","Gsap"
"5448","Ccdc146"
"5449","Fgl2"
"5450","Fam185a"
"5451","Fbxl13"
"5452","Lrrc17"
"5453","Armc10"
"5454","Napepld"
"5455","Pmpcb"
"5456","Dnajc2"
"5457","Psmc2"
"5458","Slc26a5"
"5459","Reln"
"5460","Orc5"
"5461","Lhfpl3"
"5462","Kmt2e"
"5463","Srpk2"
"5464","Pus7"
"5465","Rint1"
"5466","Tomm7"
"5467","Fam126a"
"5468","Klhl7"
"5469","Nupl2"
"5470","Kcnh2"
"5471","Nos3"
"5472","Atg9b"
"5473","Abcb8"
"5474","Asic3"
"5475","Cdk5"
"5476","Slc4a2"
"5477","Fastk"
"5478","Tmub1"
"5479","Agap3"
"5480","Gbx1"
"5481","Asb10"
"5482","Iqca1l"
"5483","Abcf2"
"5484","Chpf2"
"5485","Smarcd3"
"5486","Nub1"
"5487","Wdr86"
"5488","Crygn"
"5489","Rheb"
"5490","Prkag2"
"5491","Galntl5"
"5492","Galnt11"
"5493","E130116L18Rik"
"5494","Kmt2c"
"5495","Cct8l1"
"5496","Xrcc2"
"5497","Actr3b"
"5498","Gm21663"
"5499","Gm21671"
"5500","Gm21680"
"5501","Gm21698"
"5502","Gm1979"
"5503","Gm5862"
"5504","Speer4a"
"5505","Gm7347"
"5506","Gm10471"
"5507","5031410I06Rik"
"5508","Gm10220"
"5509","Gm7361"
"5510","Dpp6"
"5511","Speer4b"
"5512","Paxip1"
"5513","Htr5a"
"5514","Insig1"
"5515","En2"
"5516","Cnpy1"
"5517","Rbm33"
"5518","Shh"
"5519","Rnf32"
"5520","Lmbr1"
"5521","Nom1"
"5522","Mnx1"
"5523","Ube3c"
"5524","Dnajb6"
"5525","Il6"
"5526","Tyms"
"5527","3110082J24Rik"
"5528","Garem2"
"5529","Hadha"
"5530","Hadhb"
"5531","Adgrf3"
"5532","Selenoi"
"5533","Drc1"
"5534","Otof"
"5535","Fam166c"
"5536","Cib4"
"5537","Kcnk3"
"5538","Slc35f6"
"5539","Cenpa"
"5540","Dpysl5"
"5541","Mapre3"
"5542","Tmem214"
"5543","Agbl5"
"5544","Ost4"
"5545","Emilin1"
"5546","Khk"
"5547","Cgref1"
"5548","Preb"
"5549","Tcf23"
"5550","Slc5a6"
"5551","Atraid"
"5552","Cad"
"5553","Slc30a3"
"5554","Dnajc5g"
"5555","Trim54"
"5556","Ucn"
"5557","Mpv17"
"5558","Gm29609"
"5559","Gtf3c2"
"5560","Eif2b4"
"5561","Snx17"
"5562","Zfp513"
"5563","Ppm1g"
"5564","Nrbp1"
"5565","Krtcap3"
"5566","Ift172"
"5567","Fndc4"
"5568","Gckr"
"5569","Zfp512"
"5570","4930548H24Rik"
"5571","Gpn1"
"5572","Supt7l"
"5573","Slc4a1ap"
"5574","Mrpl33"
"5575","Rbks"
"5576","Babam2"
"5577","Fosl2"
"5578","Plb1"
"5579","Ppp1cb"
"5580","Yes1"
"5581","Pisd"
"5582","Gm20671"
"5583","Prr14l"
"5584","Depdc5"
"5585","Ywhah"
"5586","Slc5a1"
"5587","Spon2"
"5588","Ctbp1"
"5589","Maea"
"5590","Uvssa"
"5591","Nkx1-1"
"5592","Fam53a"
"5593","Gm9903"
"5594","Slbp"
"5595","Tmem129"
"5596","Tacc3"
"5597","Fgfr3"
"5598","Letm1"
"5599","Nsd2"
"5600","Nelfa"
"5601","Gm1673"
"5602","Nat8l"
"5603","Poln"
"5604","Haus3"
"5605","Mxd4"
"5606","Zfyve28"
"5607","Cfap99"
"5608","Rnf4"
"5609","Fam193a"
"5610","Tnip2"
"5611","Sh3bp2"
"5612","Add1"
"5613","Mfsd10"
"5614","Nop14"
"5615","Grk4"
"5616","Htt"
"5617","Msantd1"
"5618","Rgs12"
"5619","Hgfac"
"5620","Dok7"
"5621","Lrpap1"
"5622","Adra2c"
"5623","Hmx1"
"5624","Cpz"
"5625","Trmt44"
"5626","Acox3"
"5627","Htra3"
"5628","Sh3tc1"
"5629","Ablim2"
"5630","Afap1"
"5631","Sorcs2"
"5632","Psapl1"
"5633","Grpel1"
"5634","Tada2b"
"5635","Ccdc96"
"5636","Tbc1d14"
"5637","D5Ertd579e"
"5638","Bloc1s4"
"5639","Mrfap1"
"5640","Man2b2"
"5641","Ppp2r2c"
"5642","Wfs1"
"5643","Jakmip1"
"5644","Gm1043"
"5646","Crmp1"
"5647","Evc"
"5648","Evc2"
"5649","Stk32b"
"5650","Cytl1"
"5651","Msx1"
"5652","Stx18"
"5653","Nsg1"
"5654","Zbtb49"
"5655","Lyar"
"5656","Tmem128"
"5657","Otop1"
"5658","Drd5"
"5659","Slc2a9"
"5660","Wdr1"
"5661","Zfp518b"
"5662","Clnk"
"5663","Hs3st1"
"5664","Rab28"
"5665","Nkx3-2"
"5666","Bod1l"
"5667","Gm16223"
"5668","Cpeb2"
"5669","C1qtnf7"
"5670","Cc2d2a"
"5671","Fbxl5"
"5672","Bst1"
"5673","Cd38"
"5674","Gm7879"
"5675","Fgfbp1"
"5676","Prom1"
"5677","Tapt1"
"5678","Ldb2"
"5679","Qdpr"
"5680","Clrn2"
"5681","Lap3"
"5682","Med28"
"5683","Fam184b"
"5684","Ncapg"
"5685","Lcorl"
"5686","Slit2"
"5687","5730480H06Rik"
"5688","Kcnip4"
"5689","Adgra3"
"5690","Ppargc1a"
"5691","Dhx15"
"5692","Sod3"
"5693","Ccdc149"
"5694","Lgi2"
"5695","Sepsecs"
"5696","Pi4k2b"
"5697","Zcchc4"
"5698","Anapc4"
"5699","Slc34a2"
"5700","Sel1l3"
"5701","Smim20"
"5702","Rbpj"
"5703","Cckar"
"5704","Tbc1d19"
"5705","Stim2"
"5706","Pcdh7"
"5707","G6pd2"
"5708","Arap2"
"5709","Dthd1"
"5710","Nwd2"
"5711","0610040J01Rik"
"5712","Rell1"
"5713","Pgm2"
"5714","Tbc1d1"
"5715","Klf3"
"5716","Tlr1"
"5717","Tlr6"
"5718","Fam114a1"
"5719","Tmem156"
"5720","Klhl5"
"5721","Wdr19"
"5722","Rfc1"
"5723","Klb"
"5724","Rpl9"
"5725","Lias"
"5726","Ugdh"
"5727","Gm43552"
"5728","Smim14"
"5729","Ube2k"
"5730","Pds5a"
"5731","N4bp2"
"5732","Rhoh"
"5733","Chrna9"
"5734","9130230L23Rik"
"5735","Rbm47"
"5736","Nsun7"
"5737","Apbb2"
"5738","Uchl1"
"5739","Limch1"
"5740","Phox2b"
"5741","Tmem33"
"5742","Slc30a9"
"5743","Bend4"
"5744","Shisa3"
"5745","Atp8a1"
"5746","Gm21905"
"5747","Gm5108"
"5748","Grxcr1"
"5749","Kctd8"
"5750","Yipf7"
"5751","Guf1"
"5752","Gnpda2"
"5753","Gabrg1"
"5754","Gabra2"
"5755","Cox7b2"
"5756","Gabra4"
"5757","Gabrb1"
"5758","Commd8"
"5759","Corin"
"5760","Nfxl1"
"5761","Zar1"
"5762","Slc10a4l"
"5763","Cnga1"
"5764","Nipal1"
"5765","Txk"
"5766","Tec"
"5767","Slain2"
"5768","Gm10135"
"5769","Slc10a4"
"5770","Fryl"
"5771","Ociad1"
"5772","Ociad2"
"5773","Cwh43"
"5774","Dcun1d4"
"5775","Lrrc66"
"5776","Sgcb"
"5777","Spata18"
"5778","Usp46"
"5779","Rasl11b"
"5780","Scfd2"
"5781","Fip1l1"
"5782","Lnx1"
"5783","Chic2"
"5784","Gsx2"
"5785","Pdgfra"
"5786","Kit"
"5787","Kdr"
"5788","Srd5a3"
"5789","Tmem165"
"5790","Clock"
"5791","Pdcl2"
"5792","Nmu"
"5793","Gm7271"
"5794","Exoc1"
"5795","Cep135"
"5796","C530008M17Rik"
"5797","Aasdh"
"5798","Ppat"
"5799","Paics"
"5800","Srp72"
"5801","Arl9"
"5802","Thegl"
"5803","Hopx"
"5804","Spink2"
"5805","Rest"
"5806","Noa1"
"5807","Polr2b"
"5808","Igfbp7"
"5809","Adgrl3"
"5810","1700031L13Rik"
"5811","Tecrl"
"5812","Epha5"
"5813","Cenpc1"
"5814","Stap1"
"5815","Uba6"
"5816","Gnrhr"
"5817","Tmprss11c"
"5818","Tmprss11d"
"5819","Tmprss11a"
"5820","Tmprss11g"
"5821","Tmprss11f"
"5822","Tmprss11b"
"5823","Tmprss11e"
"5824","Ythdc1"
"5825","Ugt2b34"
"5826","Ugt2b1"
"5827","Ugt2b35"
"5828","Ugt2b36"
"5829","Ugt2b5"
"5830","Ugt2b37"
"5831","Ugt2a3"
"5832","Ugt2b38"
"5833","Ugt2a2"
"5834","Ugt2a1"
"5835","Gm43638"
"5836","Sult1b1"
"5837","Sult1d1"
"5838","Sult1e1"
"5839","Csn1s1"
"5840","Csn2"
"5841","Csn1s2a"
"5842","Csn1s2b"
"5843","Prr27"
"5844","Odam"
"5845","Csn3"
"5846","2310003L06Rik"
"5847","Gm28434"
"5848","Cabs1"
"5849","Smr3a"
"5850","Smr2"
"5851","Gm11116"
"5852","Gm11115"
"5853","Gm7714"
"5854","Prol1"
"5855","Amtn"
"5856","Ambn"
"5857","Enam"
"5858","Jchain"
"5859","Utp3"
"5860","Rufy3"
"5861","Grsf1"
"5862","Mob1b"
"5863","Dck"
"5864","Slc4a4"
"5865","Gc"
"5866","Npffr2"
"5867","Adamts3"
"5868","Cox18"
"5869","Ankrd17"
"5870","Alb"
"5871","Afp"
"5872","Afm"
"5873","Albfm1"
"5874","Rassf6"
